Residence,Region,Sub-Region,Period,Business
Sweden,Europe,,2017-04,266
Mexico,America,,2017-04,86
United States of America,America,,2017-04,8554
Canada,America,,2017-04,738
"Others, Asia",Asia,,2017-04,254
"Others, Southeast Asia",Asia,Southeast Asia,2017-04,100
Australia,Oceania,,2017-04,738
"Korea,Republic of",Asia,,2017-05,5345
India,Asia,,2017-05,1216
HongKong. Macao,Asia,,2017-05,7571
Mainland China,Asia,,2017-05,1274
Middle East,Asia,,2017-05,880
Japan,Asia,,2017-05,20430
Malaysia,Asia,Southeast Asia,2017-05,1702
Mexico,America,,2017-05,125
Indonesia,Asia,Southeast Asia,2017-05,560
Canada,America,,2017-05,692
"Others, Asia",Asia,,2017-05,253
"Others, Southeast Asia",Asia,Southeast Asia,2017-05,85
Vietnam,Asia,Southeast Asia,2017-05,782
Unstated,,,2017-05,2
"Others, Africa",Africa,,2017-05,156
S. Africa,Africa,,2017-05,100
"Others, Oceania",Oceania,,2017-05,23
New Zealand,Oceania,,2017-05,182
Australia,Oceania,,2017-05,1003
"Others, Europe",Europe,,2017-05,953
Russian Federation,Europe,,2017-05,271
Sweden,Europe,,2017-05,296
Singapore,Asia,Southeast Asia,2017-05,3930
Greece,Europe,,2017-05,53
Spain,Europe,,2017-05,283
Switzerland,Europe,,2017-05,259
Netherlands,Europe,,2017-05,659
Italy,Europe,,2017-05,690
Germany,Europe,,2017-05,1902
France,Europe,,2017-05,831
Belgium,Europe,,2017-05,207
"Others, America",America,,2017-05,139
Argentina,America,,2017-05,49
Brazil,America,,2017-05,139
Thailand,Asia,Southeast Asia,2017-05,912
Philippines,Asia,Southeast Asia,2017-05,709
United States of America,America,,2017-05,8613
Austria,Europe,,2017-05,161
United Kingdom,Europe,,2017-05,1123
Malaysia,Asia,Southeast Asia,2017-06,1703
S. Africa,Africa,,2017-06,73
United States of America,America,,2017-06,8023
Canada,America,,2017-06,654
"Others, Asia",Asia,,2017-06,151
"Others, Southeast Asia",Asia,Southeast Asia,2017-06,62
Vietnam,Asia,Southeast Asia,2017-06,718
Thailand,Asia,Southeast Asia,2017-06,1048
Philippines,Asia,Southeast Asia,2017-06,587
Indonesia,Asia,Southeast Asia,2017-06,357
Singapore,Asia,Southeast Asia,2017-06,3892
India,Asia,,2017-06,790
"Korea,Republic of",Asia,,2017-06,5791
Unstated,,,2017-06,3
Japan,Asia,,2017-06,24087
Mainland China,Asia,,2017-06,1322
HongKong. Macao,Asia,,2017-06,8012
Mexico,America,,2017-06,76
"Others, Africa",Africa,,2017-06,95
Brazil,America,,2017-06,80
"Others, America",America,,2017-06,149
"Others, Oceania",Oceania,,2017-06,21
New Zealand,Oceania,,2017-06,188
Australia,Oceania,,2017-06,822
"Others, Europe",Europe,,2017-06,821
Russian Federation,Europe,,2017-06,191
Sweden,Europe,,2017-06,176
Greece,Europe,,2017-06,50
Argentina,America,,2017-06,28
Austria,Europe,,2017-06,163
Spain,Europe,,2017-06,231
Switzerland,Europe,,2017-06,260
Netherlands,Europe,,2017-06,536
Italy,Europe,,2017-06,619
Germany,Europe,,2017-06,1472
France,Europe,,2017-06,795
Belgium,Europe,,2017-06,212
United Kingdom,Europe,,2017-06,929
Middle East,Asia,,2017-06,574
Unstated,,,2017-07,2
France,Europe,,2017-07,626
"Others, Africa",Africa,,2017-07,80
S. Africa,Africa,,2017-07,68
New Zealand,Oceania,,2017-07,123
Germany,Europe,,2017-07,1522
Indonesia,Asia,Southeast Asia,2017-07,337
Philippines,Asia,Southeast Asia,2017-07,398
Thailand,Asia,Southeast Asia,2017-07,791
Vietnam,Asia,Southeast Asia,2017-07,483
"Others, Southeast Asia",Asia,Southeast Asia,2017-07,37
"Others, Asia",Asia,,2017-07,149
Singapore,Asia,Southeast Asia,2017-07,3862
"Others, Oceania",Oceania,,2017-07,9
Russian Federation,Europe,,2017-07,178
"Others, America",America,,2017-07,64
Argentina,America,,2017-07,15
Brazil,America,,2017-07,54
Mexico,America,,2017-07,55
United States of America,America,,2017-07,6842
Belgium,Europe,,2017-07,145
Malaysia,Asia,Southeast Asia,2017-07,1597
Canada,America,,2017-07,526
India,Asia,,2017-07,718
Middle East,Asia,,2017-07,619
Australia,Oceania,,2017-07,718
"Others, Europe",Europe,,2017-07,520
Sweden,Europe,,2017-07,88
Greece,Europe,,2017-07,38
Austria,Europe,,2017-07,137
Spain,Europe,,2017-07,203
United Kingdom,Europe,,2017-07,878
Switzerland,Europe,,2017-07,193
Netherlands,Europe,,2017-07,524
Italy,Europe,,2017-07,545
HongKong. Macao,Asia,,2017-07,6926
Mainland China,Asia,,2017-07,1294
Japan,Asia,,2017-07,22038
"Korea,Republic of",Asia,,2017-07,5047
Italy,Europe,,2017-08,305
Austria,Europe,,2017-08,129
Netherlands,Europe,,2017-08,433
Switzerland,Europe,,2017-08,190
Spain,Europe,,2017-08,198
United Kingdom,Europe,,2017-08,716
France,Europe,,2017-08,451
Greece,Europe,,2017-08,27
"Others, Africa",Africa,,2017-08,69
Russian Federation,Europe,,2017-08,180
"Others, Europe",Europe,,2017-08,585
Australia,Oceania,,2017-08,665
New Zealand,Oceania,,2017-08,147
"Others, Oceania",Oceania,,2017-08,20
S. Africa,Africa,,2017-08,48
Unstated,,,2017-08,1
Belgium,Europe,,2017-08,136
Sweden,Europe,,2017-08,150
"Others, America",America,,2017-08,94
Germany,Europe,,2017-08,1211
Brazil,America,,2017-08,55
Argentina,America,,2017-08,15
Mainland China,Asia,,2017-08,1250
Japan,Asia,,2017-08,18890
"Korea,Republic of",Asia,,2017-08,4707
India,Asia,,2017-08,561
Middle East,Asia,,2017-08,525
Malaysia,Asia,Southeast Asia,2017-08,1660
Singapore,Asia,Southeast Asia,2017-08,3823
Indonesia,Asia,Southeast Asia,2017-08,348
HongKong. Macao,Asia,,2017-08,7182
Thailand,Asia,Southeast Asia,2017-08,772
Vietnam,Asia,Southeast Asia,2017-08,438
"Others, Southeast Asia",Asia,Southeast Asia,2017-08,47
"Others, Asia",Asia,,2017-08,159
Canada,America,,2017-08,503
United States of America,America,,2017-08,7503
Mexico,America,,2017-08,69
Philippines,Asia,Southeast Asia,2017-08,341
S. Africa,Africa,,2017-09,67
"Others, Oceania",Oceania,,2017-09,26
New Zealand,Oceania,,2017-09,168
Belgium,Europe,,2017-09,171
Australia,Oceania,,2017-09,746
"Others, Europe",Europe,,2017-09,796
Russian Federation,Europe,,2017-09,215
Sweden,Europe,,2017-09,256
United Kingdom,Europe,,2017-09,1034
Austria,Europe,,2017-09,185
Spain,Europe,,2017-09,174
France,Europe,,2017-09,798
Germany,Europe,,2017-09,1641
Switzerland,Europe,,2017-09,229
Italy,Europe,,2017-09,501
"Others, Africa",Africa,,2017-09,96
Netherlands,Europe,,2017-09,621
Greece,Europe,,2017-09,53
Unstated,,,2017-09,5
Vietnam,Asia,Southeast Asia,2017-09,444
Argentina,America,,2017-09,25
HongKong. Macao,Asia,,2017-09,7384
Mainland China,Asia,,2017-09,1212
Japan,Asia,,2017-09,22085
"Korea,Republic of",Asia,,2017-09,5962
India,Asia,,2017-09,631
Middle East,Asia,,2017-09,587
"Others, America",America,,2017-09,132
Singapore,Asia,Southeast Asia,2017-09,3907
Malaysia,Asia,Southeast Asia,2017-09,1923
Philippines,Asia,Southeast Asia,2017-09,302
Thailand,Asia,Southeast Asia,2017-09,881
"Others, Southeast Asia",Asia,Southeast Asia,2017-09,41
"Others, Asia",Asia,,2017-09,177
Canada,America,,2017-09,633
United States of America,America,,2017-09,8436
Mexico,America,,2017-09,86
Brazil,America,,2017-09,101
Indonesia,Asia,Southeast Asia,2017-09,315
S. Africa,Africa,,2017-10,96
Unstated,,,2017-10,5
"Others, Africa",Africa,,2017-10,164
"Others, Oceania",Oceania,,2017-10,27
Indonesia,Asia,Southeast Asia,2017-10,399
Australia,Oceania,,2017-10,839
HongKong. Macao,Asia,,2017-10,7400
Japan,Asia,,2017-10,23023
"Korea,Republic of",Asia,,2017-10,4980
India,Asia,,2017-10,605
Middle East,Asia,,2017-10,728
Malaysia,Asia,Southeast Asia,2017-10,1748
Singapore,Asia,Southeast Asia,2017-10,3967
Philippines,Asia,Southeast Asia,2017-10,338
Thailand,Asia,Southeast Asia,2017-10,872
Vietnam,Asia,Southeast Asia,2017-10,529
"Others, Southeast Asia",Asia,Southeast Asia,2017-10,114
"Others, Asia",Asia,,2017-10,225
Canada,America,,2017-10,835
United States of America,America,,2017-10,9708
Mexico,America,,2017-10,106
Brazil,America,,2017-10,104
Argentina,America,,2017-10,45
"Others, Europe",Europe,,2017-10,1101
Russian Federation,Europe,,2017-10,243
Sweden,Europe,,2017-10,315
Greece,Europe,,2017-10,62
Austria,Europe,,2017-10,219
United Kingdom,Europe,,2017-10,1262
New Zealand,Oceania,,2017-10,183
Spain,Europe,,2017-10,250
Netherlands,Europe,,2017-10,800
Italy,Europe,,2017-10,822
Germany,Europe,,2017-10,2234
France,Europe,,2017-10,1098
Belgium,Europe,,2017-10,188
"Others, America",America,,2017-10,153
Switzerland,Europe,,2017-10,328
Mainland China,Asia,,2017-10,1234
HongKong. Macao,Asia,,2017-11,7906
Unstated,,,2017-11,7
France,Europe,,2017-11,1134
Germany,Europe,,2017-11,2364
Italy,Europe,,2017-11,796
Netherlands,Europe,,2017-11,761
Switzerland,Europe,,2017-11,315
Spain,Europe,,2017-11,311
United Kingdom,Europe,,2017-11,1396
Belgium,Europe,,2017-11,236
Austria,Europe,,2017-11,226
Sweden,Europe,,2017-11,286
Russian Federation,Europe,,2017-11,207
"Others, Europe",Europe,,2017-11,1003
Australia,Oceania,,2017-11,834
New Zealand,Oceania,,2017-11,151
"Others, Oceania",Oceania,,2017-11,22
S. Africa,Africa,,2017-11,92
Greece,Europe,,2017-11,63
"Others, America",America,,2017-11,157
"Others, Africa",Africa,,2017-11,143
Brazil,America,,2017-11,92
Mainland China,Asia,,2017-11,1417
Japan,Asia,,2017-11,22884
"Korea,Republic of",Asia,,2017-11,5507
India,Asia,,2017-11,640
Argentina,America,,2017-11,23
Malaysia,Asia,Southeast Asia,2017-11,1849
Singapore,Asia,Southeast Asia,2017-11,4238
Indonesia,Asia,Southeast Asia,2017-11,409
Middle East,Asia,,2017-11,695
Thailand,Asia,Southeast Asia,2017-11,936
Vietnam,Asia,Southeast Asia,2017-11,535
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,156
"Others, Asia",Asia,,2017-11,212
Canada,America,,2017-11,856
United States of America,America,,2017-11,8734
Mexico,America,,2017-11,82
Philippines,Asia,Southeast Asia,2017-11,749
France,Europe,,2017-12,540
Germany,Europe,,2017-12,1025
Italy,Europe,,2017-12,326
Netherlands,Europe,,2017-12,492
Switzerland,Europe,,2017-12,132
Spain,Europe,,2017-12,87
United Kingdom,Europe,,2017-12,617
S. Africa,Africa,,2017-12,29
Greece,Europe,,2017-12,33
Sweden,Europe,,2017-12,111
Russian Federation,Europe,,2017-12,129
"Others, Europe",Europe,,2017-12,586
Australia,Oceania,,2017-12,515
New Zealand,Oceania,,2017-12,109
"Others, Oceania",Oceania,,2017-12,17
"Others, America",America,,2017-12,51
Austria,Europe,,2017-12,147
Argentina,America,,2017-12,8
Philippines,Asia,Southeast Asia,2017-12,497
Mexico,America,,2017-12,38
"Others, Africa",Africa,,2017-12,111
HongKong. Macao,Asia,,2017-12,6260
Mainland China,Asia,,2017-12,1249
Japan,Asia,,2017-12,20531
"Korea,Republic of",Asia,,2017-12,4625
India,Asia,,2017-12,558
Middle East,Asia,,2017-12,538
Brazil,America,,2017-12,31
Malaysia,Asia,Southeast Asia,2017-12,1283
Indonesia,Asia,Southeast Asia,2017-12,329
Thailand,Asia,Southeast Asia,2017-12,775
Vietnam,Asia,Southeast Asia,2017-12,518
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,45
"Others, Asia",Asia,,2017-12,186
Canada,America,,2017-12,496
United States of America,America,,2017-12,6022
Singapore,Asia,Southeast Asia,2017-12,2646
Unstated,,,2017-12,2
Belgium,Europe,,2017-12,118
Unstated,,,2018-01,12
Mexico,America,,2018-01,56
United States of America,America,,2018-01,9168
Canada,America,,2018-01,774
"Others, Asia",Asia,,2018-01,225
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,43
Vietnam,Asia,Southeast Asia,2018-01,488
Thailand,Asia,Southeast Asia,2018-01,882
Philippines,Asia,Southeast Asia,2018-01,696
Indonesia,Asia,Southeast Asia,2018-01,396
Singapore,Asia,Southeast Asia,2018-01,4441
Malaysia,Asia,Southeast Asia,2018-01,2011
Middle East,Asia,,2018-01,696
India,Asia,,2018-01,754
"Korea,Republic of",Asia,,2018-01,5548
Japan,Asia,,2018-01,20747
Brazil,America,,2018-01,58
Mainland China,Asia,,2018-01,1407
Argentina,America,,2018-01,10
Belgium,Europe,,2018-01,167
"Others, Oceania",Oceania,,2018-01,32
New Zealand,Oceania,,2018-01,117
Australia,Oceania,,2018-01,737
"Others, Europe",Europe,,2018-01,979
Russian Federation,Europe,,2018-01,162
Sweden,Europe,,2018-01,256
Greece,Europe,,2018-01,40
Austria,Europe,,2018-01,219
United Kingdom,Europe,,2018-01,1145
Spain,Europe,,2018-01,194
Switzerland,Europe,,2018-01,230
Netherlands,Europe,,2018-01,702
Italy,Europe,,2018-01,612
Germany,Europe,,2018-01,1741
France,Europe,,2018-01,878
"Others, America",America,,2018-01,96
HongKong. Macao,Asia,,2018-01,7958
"Others, Africa",Africa,,2018-01,110
S. Africa,Africa,,2018-01,58
"Others, America",America,,2018-02,69
Belgium,Europe,,2018-02,86
France,Europe,,2018-02,452
Germany,Europe,,2018-02,1052
Italy,Europe,,2018-02,362
Netherlands,Europe,,2018-02,432
Switzerland,Europe,,2018-02,136
Argentina,America,,2018-02,3
"Others, Africa",Africa,,2018-02,63
Austria,Europe,,2018-02,134
Greece,Europe,,2018-02,38
Sweden,Europe,,2018-02,125
Russian Federation,Europe,,2018-02,98
"Others, Europe",Europe,,2018-02,511
Australia,Oceania,,2018-02,465
New Zealand,Oceania,,2018-02,87
United Kingdom,Europe,,2018-02,749
Spain,Europe,,2018-02,143
Brazil,America,,2018-02,34
United States of America,America,,2018-02,5246
HongKong. Macao,Asia,,2018-02,4831
Mainland China,Asia,,2018-02,753
Japan,Asia,,2018-02,15738
"Korea,Republic of",Asia,,2018-02,3710
India,Asia,,2018-02,387
Middle East,Asia,,2018-02,397
Malaysia,Asia,Southeast Asia,2018-02,1026
Singapore,Asia,Southeast Asia,2018-02,2284
Indonesia,Asia,Southeast Asia,2018-02,275
Philippines,Asia,Southeast Asia,2018-02,467
Thailand,Asia,Southeast Asia,2018-02,638
Vietnam,Asia,Southeast Asia,2018-02,215
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,30
"Others, Asia",Asia,,2018-02,104
Canada,America,,2018-02,411
Mexico,America,,2018-02,37
Unstated,,,2018-02,2
S. Africa,Africa,,2018-02,36
"Others, Oceania",Oceania,,2018-02,22
Mainland China,Asia,,2018-03,1309
United States of America,America,,2018-03,8526
Canada,America,,2018-03,663
"Others, Asia",Asia,,2018-03,191
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,75
Vietnam,Asia,Southeast Asia,2018-03,424
Thailand,Asia,Southeast Asia,2018-03,990
Philippines,Asia,Southeast Asia,2018-03,675
Indonesia,Asia,Southeast Asia,2018-03,368
Singapore,Asia,Southeast Asia,2018-03,3266
Malaysia,Asia,Southeast Asia,2018-03,1800
Middle East,Asia,,2018-03,583
India,Asia,,2018-03,634
"Korea,Republic of",Asia,,2018-03,4515
HongKong. Macao,Asia,,2018-03,7726
Unstated,,,2018-03,4
Mexico,America,,2018-03,56
Brazil,America,,2018-03,109
Argentina,America,,2018-03,26
Greece,Europe,,2018-03,36
"Others, Africa",Africa,,2018-03,140
S. Africa,Africa,,2018-03,61
"Others, Oceania",Oceania,,2018-03,30
New Zealand,Oceania,,2018-03,151
Australia,Oceania,,2018-03,870
"Others, Europe",Europe,,2018-03,894
Russian Federation,Europe,,2018-03,185
Sweden,Europe,,2018-03,198
"Others, America",America,,2018-03,98
Japan,Asia,,2018-03,19258
United Kingdom,Europe,,2018-03,1134
Spain,Europe,,2018-03,252
Switzerland,Europe,,2018-03,233
Netherlands,Europe,,2018-03,641
Italy,Europe,,2018-03,599
Germany,Europe,,2018-03,1704
France,Europe,,2018-03,863
Belgium,Europe,,2018-03,180
Austria,Europe,,2018-03,190
Unstated,,,2018-04,2
"Others, Oceania",Oceania,,2018-04,18
HongKong. Macao,Asia,,2018-04,6630
Belgium,Europe,,2018-04,163
France,Europe,,2018-04,917
Germany,Europe,,2018-04,1898
Italy,Europe,,2018-04,666
Netherlands,Europe,,2018-04,615
Switzerland,Europe,,2018-04,271
Spain,Europe,,2018-04,260
United Kingdom,Europe,,2018-04,1127
Austria,Europe,,2018-04,231
Greece,Europe,,2018-04,41
Sweden,Europe,,2018-04,283
Russian Federation,Europe,,2018-04,235
"Others, Europe",Europe,,2018-04,1109
Australia,Oceania,,2018-04,901
New Zealand,Oceania,,2018-04,178
"Others, America",America,,2018-04,178
S. Africa,Africa,,2018-04,146
Argentina,America,,2018-04,33
Mexico,America,,2018-04,93
Mainland China,Asia,,2018-04,1235
Japan,Asia,,2018-04,20506
"Korea,Republic of",Asia,,2018-04,4789
India,Asia,,2018-04,813
Middle East,Asia,,2018-04,803
Malaysia,Asia,Southeast Asia,2018-04,1945
Singapore,Asia,Southeast Asia,2018-04,3940
Indonesia,Asia,Southeast Asia,2018-04,422
Philippines,Asia,Southeast Asia,2018-04,801
Thailand,Asia,Southeast Asia,2018-04,965
Vietnam,Asia,Southeast Asia,2018-04,709
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,71
"Others, Asia",Asia,,2018-04,262
Canada,America,,2018-04,793
United States of America,America,,2018-04,8916
Brazil,America,,2018-04,150
"Others, Africa",Africa,,2018-04,235
"Others, Africa",Africa,,2018-05,132
Unstated,,,2018-05,6
Brazil,America,,2018-05,91
Mexico,America,,2018-05,98
United States of America,America,,2018-05,8629
Canada,America,,2018-05,802
"Others, Asia",Asia,,2018-05,217
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,89
Vietnam,Asia,Southeast Asia,2018-05,601
Thailand,Asia,Southeast Asia,2018-05,960
Philippines,Asia,Southeast Asia,2018-05,766
Indonesia,Asia,Southeast Asia,2018-05,324
Singapore,Asia,Southeast Asia,2018-05,4293
Malaysia,Asia,Southeast Asia,2018-05,1856
Middle East,Asia,,2018-05,615
India,Asia,,2018-05,787
"Korea,Republic of",Asia,,2018-05,5100
Argentina,America,,2018-05,21
HongKong. Macao,Asia,,2018-05,7753
"Others, America",America,,2018-05,157
Belgium,Europe,,2018-05,185
S. Africa,Africa,,2018-05,67
"Others, Oceania",Oceania,,2018-05,28
New Zealand,Oceania,,2018-05,217
Australia,Oceania,,2018-05,915
"Others, Europe",Europe,,2018-05,892
Russian Federation,Europe,,2018-05,164
Sweden,Europe,,2018-05,196
Japan,Asia,,2018-05,21724
Greece,Europe,,2018-05,46
United Kingdom,Europe,,2018-05,1210
Spain,Europe,,2018-05,233
Switzerland,Europe,,2018-05,258
Netherlands,Europe,,2018-05,651
Italy,Europe,,2018-05,696
Germany,Europe,,2018-05,1588
France,Europe,,2018-05,906
Austria,Europe,,2018-05,192
Mainland China,Asia,,2018-05,1518
"Others, Africa",Africa,,2018-06,125
Unstated,,,2018-06,5
Argentina,America,,2018-06,24
Philippines,Asia,Southeast Asia,2018-06,807
Mexico,America,,2018-06,74
United States of America,America,,2018-06,8922
Canada,America,,2018-06,722
"Others, Asia",Asia,,2018-06,223
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,93
Vietnam,Asia,Southeast Asia,2018-06,629
Thailand,Asia,Southeast Asia,2018-06,1300
Indonesia,Asia,Southeast Asia,2018-06,244
Singapore,Asia,Southeast Asia,2018-06,3928
Malaysia,Asia,Southeast Asia,2018-06,1946
Middle East,Asia,,2018-06,770
India,Asia,,2018-06,765
"Korea,Republic of",Asia,,2018-06,5476
Japan,Asia,,2018-06,24186
HongKong. Macao,Asia,,2018-06,7670
Brazil,America,,2018-06,114
"Others, America",America,,2018-06,155
Mainland China,Asia,,2018-06,1244
France,Europe,,2018-06,1005
S. Africa,Africa,,2018-06,96
Belgium,Europe,,2018-06,215
"Others, Oceania",Oceania,,2018-06,17
New Zealand,Oceania,,2018-06,162
Australia,Oceania,,2018-06,1008
Russian Federation,Europe,,2018-06,288
Sweden,Europe,,2018-06,203
Greece,Europe,,2018-06,49
"Others, Europe",Europe,,2018-06,1072
Austria,Europe,,2018-06,198
United Kingdom,Europe,,2018-06,1125
Spain,Europe,,2018-06,300
Switzerland,Europe,,2018-06,278
Netherlands,Europe,,2018-06,801
Italy,Europe,,2018-06,625
Germany,Europe,,2018-06,1953
Thailand,Asia,Southeast Asia,2018-07,869
United States of America,America,,2018-07,7280
Canada,America,,2018-07,547
"Others, Asia",Asia,,2018-07,182
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,57
Vietnam,Asia,Southeast Asia,2018-07,534
Mexico,America,,2018-07,86
Philippines,Asia,Southeast Asia,2018-07,669
Mainland China,Asia,,2018-07,1290
Singapore,Asia,Southeast Asia,2018-07,4332
Malaysia,Asia,Southeast Asia,2018-07,1953
Middle East,Asia,,2018-07,597
India,Asia,,2018-07,800
"Korea,Republic of",Asia,,2018-07,4491
Japan,Asia,,2018-07,22238
HongKong. Macao,Asia,,2018-07,7089
Brazil,America,,2018-07,95
Indonesia,Asia,Southeast Asia,2018-07,378
Argentina,America,,2018-07,15
S. Africa,Africa,,2018-07,61
Belgium,Europe,,2018-07,143
Unstated,,,2018-07,3
"Others, Africa",Africa,,2018-07,120
"Others, Oceania",Oceania,,2018-07,30
New Zealand,Oceania,,2018-07,156
Australia,Oceania,,2018-07,708
"Others, Europe",Europe,,2018-07,625
Russian Federation,Europe,,2018-07,147
Sweden,Europe,,2018-07,111
Greece,Europe,,2018-07,56
Austria,Europe,,2018-07,177
United Kingdom,Europe,,2018-07,962
Spain,Europe,,2018-07,184
Switzerland,Europe,,2018-07,206
Netherlands,Europe,,2018-07,510
Italy,Europe,,2018-07,642
Germany,Europe,,2018-07,1443
France,Europe,,2018-07,698
"Others, America",America,,2018-07,96
HongKong. Macao,Asia,,2018-08,7251
"Korea,Republic of",Asia,,2018-08,4016
France,Europe,,2018-08,413
Netherlands,Europe,,2018-08,521
Switzerland,Europe,,2018-08,170
Spain,Europe,,2018-08,108
United Kingdom,Europe,,2018-08,806
Austria,Europe,,2018-08,162
Greece,Europe,,2018-08,42
Sweden,Europe,,2018-08,144
Russian Federation,Europe,,2018-08,157
"Others, Europe",Europe,,2018-08,746
Australia,Oceania,,2018-08,810
New Zealand,Oceania,,2018-08,147
"Others, Oceania",Oceania,,2018-08,8
S. Africa,Africa,,2018-08,68
"Others, Africa",Africa,,2018-08,158
Mainland China,Asia,,2018-08,1311
Italy,Europe,,2018-08,280
Germany,Europe,,2018-08,1325
Japan,Asia,,2018-08,19001
Belgium,Europe,,2018-08,152
India,Asia,,2018-08,695
Middle East,Asia,,2018-08,552
Malaysia,Asia,Southeast Asia,2018-08,1691
Singapore,Asia,Southeast Asia,2018-08,3757
Indonesia,Asia,Southeast Asia,2018-08,348
Philippines,Asia,Southeast Asia,2018-08,775
Thailand,Asia,Southeast Asia,2018-08,841
Unstated,,,2018-08,6
Vietnam,Asia,Southeast Asia,2018-08,519
"Others, Asia",Asia,,2018-08,240
Canada,America,,2018-08,532
United States of America,America,,2018-08,7504
Mexico,America,,2018-08,52
Brazil,America,,2018-08,62
Argentina,America,,2018-08,8
"Others, America",America,,2018-08,134
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,104
Japan,Asia,,2018-09,21002
HongKong. Macao,Asia,,2018-09,6822
"Others, Africa",Africa,,2018-09,114
Brazil,America,,2018-09,93
Mexico,America,,2018-09,65
United States of America,America,,2018-09,8869
Canada,America,,2018-09,706
"Others, Asia",Asia,,2018-09,206
"Others, Southeast Asia",Asia,Southeast Asia,2018-09,79
Vietnam,Asia,Southeast Asia,2018-09,547
Thailand,Asia,Southeast Asia,2018-09,867
Philippines,Asia,Southeast Asia,2018-09,732
Indonesia,Asia,Southeast Asia,2018-09,339
Singapore,Asia,Southeast Asia,2018-09,4211
Malaysia,Asia,Southeast Asia,2018-09,1666
Middle East,Asia,,2018-09,425
India,Asia,,2018-09,761
"Korea,Republic of",Asia,,2018-09,4615
Argentina,America,,2018-09,14
Unstated,,,2018-09,5
"Others, America",America,,2018-09,117
France,Europe,,2018-09,808
S. Africa,Africa,,2018-09,66
"Others, Oceania",Oceania,,2018-09,29
New Zealand,Oceania,,2018-09,144
Australia,Oceania,,2018-09,837
"Others, Europe",Europe,,2018-09,927
Russian Federation,Europe,,2018-09,188
Sweden,Europe,,2018-09,231
Greece,Europe,,2018-09,52
Austria,Europe,,2018-09,228
United Kingdom,Europe,,2018-09,1234
Spain,Europe,,2018-09,247
Switzerland,Europe,,2018-09,300
Netherlands,Europe,,2018-09,794
Italy,Europe,,2018-09,645
Germany,Europe,,2018-09,1867
Belgium,Europe,,2018-09,219
Mainland China,Asia,,2018-09,1302
