Residence,Region,Sub-Region,Period,Exhibition
S. Africa,Africa,,2017-06,4
United States of America,America,,2017-06,51
Canada,America,,2017-06,12
"Others, Asia",Asia,,2017-06,20
"Others, Southeast Asia",Asia,Southeast Asia,2017-06,6
Vietnam,Asia,Southeast Asia,2017-06,74
Thailand,Asia,Southeast Asia,2017-06,161
Philippines,Asia,Southeast Asia,2017-06,186
Indonesia,Asia,Southeast Asia,2017-06,41
Singapore,Asia,Southeast Asia,2017-06,144
India,Asia,,2017-06,49
"Korea,Republic of",Asia,,2017-06,373
Unstated,,,2017-06,0
Japan,Asia,,2017-06,194
Mainland China,Asia,,2017-06,7
HongKong. Macao,Asia,,2017-06,17
Mexico,America,,2017-06,15
"Others, Africa",Africa,,2017-06,13
Brazil,America,,2017-06,8
"Others, America",America,,2017-06,19
"Others, Oceania",Oceania,,2017-06,0
New Zealand,Oceania,,2017-06,8
Australia,Oceania,,2017-06,40
"Others, Europe",Europe,,2017-06,76
Russian Federation,Europe,,2017-06,13
Sweden,Europe,,2017-06,4
Greece,Europe,,2017-06,4
Argentina,America,,2017-06,0
Austria,Europe,,2017-06,1
Spain,Europe,,2017-06,10
Switzerland,Europe,,2017-06,2
Netherlands,Europe,,2017-06,2
Italy,Europe,,2017-06,26
Germany,Europe,,2017-06,13
France,Europe,,2017-06,15
Belgium,Europe,,2017-06,6
United Kingdom,Europe,,2017-06,39
Middle East,Asia,,2017-06,44
Unstated,,,2017-07,0
France,Europe,,2017-07,19
"Others, Africa",Africa,,2017-07,2
S. Africa,Africa,,2017-07,0
New Zealand,Oceania,,2017-07,3
Germany,Europe,,2017-07,8
Indonesia,Asia,Southeast Asia,2017-07,10
Philippines,Asia,Southeast Asia,2017-07,24
Thailand,Asia,Southeast Asia,2017-07,57
Vietnam,Asia,Southeast Asia,2017-07,15
"Others, Southeast Asia",Asia,Southeast Asia,2017-07,0
"Others, Asia",Asia,,2017-07,9
Singapore,Asia,Southeast Asia,2017-07,34
"Others, Oceania",Oceania,,2017-07,0
Russian Federation,Europe,,2017-07,9
"Others, America",America,,2017-07,17
Argentina,America,,2017-07,0
Brazil,America,,2017-07,4
Mexico,America,,2017-07,0
United States of America,America,,2017-07,60
Belgium,Europe,,2017-07,2
Malaysia,Asia,Southeast Asia,2017-07,28
Canada,America,,2017-07,7
India,Asia,,2017-07,6
Middle East,Asia,,2017-07,9
Australia,Oceania,,2017-07,8
"Others, Europe",Europe,,2017-07,21
Sweden,Europe,,2017-07,2
Greece,Europe,,2017-07,2
Austria,Europe,,2017-07,1
Spain,Europe,,2017-07,2
United Kingdom,Europe,,2017-07,24
Switzerland,Europe,,2017-07,3
Netherlands,Europe,,2017-07,1
Italy,Europe,,2017-07,4
HongKong. Macao,Asia,,2017-07,5
Mainland China,Asia,,2017-07,4
Japan,Asia,,2017-07,57
"Korea,Republic of",Asia,,2017-07,179
Italy,Europe,,2017-08,8
Austria,Europe,,2017-08,0
Netherlands,Europe,,2017-08,3
Switzerland,Europe,,2017-08,2
Spain,Europe,,2017-08,49
United Kingdom,Europe,,2017-08,13
France,Europe,,2017-08,11
Greece,Europe,,2017-08,1
"Others, Africa",Africa,,2017-08,1
Russian Federation,Europe,,2017-08,3
"Others, Europe",Europe,,2017-08,16
Australia,Oceania,,2017-08,8
New Zealand,Oceania,,2017-08,1
"Others, Oceania",Oceania,,2017-08,1
S. Africa,Africa,,2017-08,0
Unstated,,,2017-08,0
Belgium,Europe,,2017-08,4
Sweden,Europe,,2017-08,1
"Others, America",America,,2017-08,1
Germany,Europe,,2017-08,8
Brazil,America,,2017-08,2
Argentina,America,,2017-08,1
Mainland China,Asia,,2017-08,0
Japan,Asia,,2017-08,62
"Korea,Republic of",Asia,,2017-08,277
India,Asia,,2017-08,6
Middle East,Asia,,2017-08,11
Malaysia,Asia,Southeast Asia,2017-08,63
Singapore,Asia,Southeast Asia,2017-08,37
Indonesia,Asia,Southeast Asia,2017-08,33
HongKong. Macao,Asia,,2017-08,10
Thailand,Asia,Southeast Asia,2017-08,66
Vietnam,Asia,Southeast Asia,2017-08,36
"Others, Southeast Asia",Asia,Southeast Asia,2017-08,2
"Others, Asia",Asia,,2017-08,26
Canada,America,,2017-08,6
United States of America,America,,2017-08,46
Mexico,America,,2017-08,0
Philippines,Asia,Southeast Asia,2017-08,8
S. Africa,Africa,,2017-09,4
"Others, Oceania",Oceania,,2017-09,0
New Zealand,Oceania,,2017-09,6
Belgium,Europe,,2017-09,1
Australia,Oceania,,2017-09,23
"Others, Europe",Europe,,2017-09,46
Russian Federation,Europe,,2017-09,16
Sweden,Europe,,2017-09,2
United Kingdom,Europe,,2017-09,14
Austria,Europe,,2017-09,2
Spain,Europe,,2017-09,5
France,Europe,,2017-09,24
Germany,Europe,,2017-09,28
Switzerland,Europe,,2017-09,5
Italy,Europe,,2017-09,18
"Others, Africa",Africa,,2017-09,10
Netherlands,Europe,,2017-09,10
Greece,Europe,,2017-09,1
Unstated,,,2017-09,0
Vietnam,Asia,Southeast Asia,2017-09,66
Argentina,America,,2017-09,1
HongKong. Macao,Asia,,2017-09,15
Mainland China,Asia,,2017-09,10
Japan,Asia,,2017-09,143
"Korea,Republic of",Asia,,2017-09,341
India,Asia,,2017-09,41
Middle East,Asia,,2017-09,13
"Others, America",America,,2017-09,3
Singapore,Asia,Southeast Asia,2017-09,136
Malaysia,Asia,Southeast Asia,2017-09,187
Philippines,Asia,Southeast Asia,2017-09,64
Thailand,Asia,Southeast Asia,2017-09,104
"Others, Southeast Asia",Asia,Southeast Asia,2017-09,8
"Others, Asia",Asia,,2017-09,21
Canada,America,,2017-09,6
United States of America,America,,2017-09,51
Mexico,America,,2017-09,0
Brazil,America,,2017-09,5
Indonesia,Asia,Southeast Asia,2017-09,68
S. Africa,Africa,,2017-10,4
Unstated,,,2017-10,0
"Others, Africa",Africa,,2017-10,11
"Others, Oceania",Oceania,,2017-10,2
Indonesia,Asia,Southeast Asia,2017-10,48
Australia,Oceania,,2017-10,26
HongKong. Macao,Asia,,2017-10,25
Japan,Asia,,2017-10,153
"Korea,Republic of",Asia,,2017-10,384
India,Asia,,2017-10,40
Middle East,Asia,,2017-10,44
Malaysia,Asia,Southeast Asia,2017-10,114
Singapore,Asia,Southeast Asia,2017-10,83
Philippines,Asia,Southeast Asia,2017-10,37
Thailand,Asia,Southeast Asia,2017-10,94
Vietnam,Asia,Southeast Asia,2017-10,61
"Others, Southeast Asia",Asia,Southeast Asia,2017-10,23
"Others, Asia",Asia,,2017-10,19
Canada,America,,2017-10,14
United States of America,America,,2017-10,62
Mexico,America,,2017-10,9
Brazil,America,,2017-10,4
Argentina,America,,2017-10,7
"Others, Europe",Europe,,2017-10,81
Russian Federation,Europe,,2017-10,21
Sweden,Europe,,2017-10,4
Greece,Europe,,2017-10,2
Austria,Europe,,2017-10,2
United Kingdom,Europe,,2017-10,41
New Zealand,Oceania,,2017-10,3
Spain,Europe,,2017-10,15
Netherlands,Europe,,2017-10,9
Italy,Europe,,2017-10,43
Germany,Europe,,2017-10,36
France,Europe,,2017-10,34
Belgium,Europe,,2017-10,2
"Others, America",America,,2017-10,6
Switzerland,Europe,,2017-10,9
Mainland China,Asia,,2017-10,6
HongKong. Macao,Asia,,2017-11,14
Unstated,,,2017-11,0
France,Europe,,2017-11,17
Germany,Europe,,2017-11,13
Italy,Europe,,2017-11,27
Netherlands,Europe,,2017-11,1
Switzerland,Europe,,2017-11,2
Spain,Europe,,2017-11,16
United Kingdom,Europe,,2017-11,22
Belgium,Europe,,2017-11,3
Austria,Europe,,2017-11,1
Sweden,Europe,,2017-11,5
Russian Federation,Europe,,2017-11,5
"Others, Europe",Europe,,2017-11,29
Australia,Oceania,,2017-11,16
New Zealand,Oceania,,2017-11,2
"Others, Oceania",Oceania,,2017-11,1
S. Africa,Africa,,2017-11,1
Greece,Europe,,2017-11,0
"Others, America",America,,2017-11,11
"Others, Africa",Africa,,2017-11,8
Brazil,America,,2017-11,3
Mainland China,Asia,,2017-11,3
Japan,Asia,,2017-11,82
"Korea,Republic of",Asia,,2017-11,189
India,Asia,,2017-11,37
Argentina,America,,2017-11,1
Malaysia,Asia,Southeast Asia,2017-11,105
Singapore,Asia,Southeast Asia,2017-11,40
Indonesia,Asia,Southeast Asia,2017-11,60
Middle East,Asia,,2017-11,4
Thailand,Asia,Southeast Asia,2017-11,55
Vietnam,Asia,Southeast Asia,2017-11,33
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,6
"Others, Asia",Asia,,2017-11,22
Canada,America,,2017-11,9
United States of America,America,,2017-11,48
Mexico,America,,2017-11,4
Philippines,Asia,Southeast Asia,2017-11,43
France,Europe,,2017-12,11
Germany,Europe,,2017-12,4
Italy,Europe,,2017-12,7
Netherlands,Europe,,2017-12,3
Switzerland,Europe,,2017-12,0
Spain,Europe,,2017-12,1
United Kingdom,Europe,,2017-12,7
S. Africa,Africa,,2017-12,0
Greece,Europe,,2017-12,3
Sweden,Europe,,2017-12,0
Russian Federation,Europe,,2017-12,2
"Others, Europe",Europe,,2017-12,7
Australia,Oceania,,2017-12,6
New Zealand,Oceania,,2017-12,1
"Others, Oceania",Oceania,,2017-12,0
"Others, America",America,,2017-12,0
Austria,Europe,,2017-12,0
Argentina,America,,2017-12,0
Philippines,Asia,Southeast Asia,2017-12,22
Mexico,America,,2017-12,0
"Others, Africa",Africa,,2017-12,0
HongKong. Macao,Asia,,2017-12,9
Mainland China,Asia,,2017-12,5
Japan,Asia,,2017-12,52
"Korea,Republic of",Asia,,2017-12,209
India,Asia,,2017-12,1
Middle East,Asia,,2017-12,5
Brazil,America,,2017-12,0
Malaysia,Asia,Southeast Asia,2017-12,97
Indonesia,Asia,Southeast Asia,2017-12,55
Thailand,Asia,Southeast Asia,2017-12,12
Vietnam,Asia,Southeast Asia,2017-12,35
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,4
"Others, Asia",Asia,,2017-12,33
Canada,America,,2017-12,4
United States of America,America,,2017-12,28
Singapore,Asia,Southeast Asia,2017-12,29
Unstated,,,2017-12,0
Belgium,Europe,,2017-12,2
Unstated,,,2018-01,0
Mexico,America,,2018-01,2
United States of America,America,,2018-01,19
Canada,America,,2018-01,3
"Others, Asia",Asia,,2018-01,28
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,1
Vietnam,Asia,Southeast Asia,2018-01,11
Thailand,Asia,Southeast Asia,2018-01,29
Philippines,Asia,Southeast Asia,2018-01,3
Indonesia,Asia,Southeast Asia,2018-01,16
Singapore,Asia,Southeast Asia,2018-01,27
Malaysia,Asia,Southeast Asia,2018-01,29
Middle East,Asia,,2018-01,16
India,Asia,,2018-01,4
"Korea,Republic of",Asia,,2018-01,289
Japan,Asia,,2018-01,52
Brazil,America,,2018-01,0
Mainland China,Asia,,2018-01,0
Argentina,America,,2018-01,0
Belgium,Europe,,2018-01,1
"Others, Oceania",Oceania,,2018-01,0
New Zealand,Oceania,,2018-01,1
Australia,Oceania,,2018-01,8
"Others, Europe",Europe,,2018-01,11
Russian Federation,Europe,,2018-01,3
Sweden,Europe,,2018-01,2
Greece,Europe,,2018-01,0
Austria,Europe,,2018-01,0
United Kingdom,Europe,,2018-01,17
Spain,Europe,,2018-01,3
Switzerland,Europe,,2018-01,0
Netherlands,Europe,,2018-01,5
Italy,Europe,,2018-01,4
Germany,Europe,,2018-01,7
France,Europe,,2018-01,12
"Others, America",America,,2018-01,0
HongKong. Macao,Asia,,2018-01,8
"Others, Africa",Africa,,2018-01,5
S. Africa,Africa,,2018-01,3
"Others, America",America,,2018-02,0
Belgium,Europe,,2018-02,0
France,Europe,,2018-02,7
Germany,Europe,,2018-02,8
Italy,Europe,,2018-02,2
Netherlands,Europe,,2018-02,1
Switzerland,Europe,,2018-02,4
Argentina,America,,2018-02,0
"Others, Africa",Africa,,2018-02,0
Austria,Europe,,2018-02,0
Greece,Europe,,2018-02,0
Sweden,Europe,,2018-02,0
Russian Federation,Europe,,2018-02,5
"Others, Europe",Europe,,2018-02,9
Australia,Oceania,,2018-02,4
New Zealand,Oceania,,2018-02,1
United Kingdom,Europe,,2018-02,19
Spain,Europe,,2018-02,0
Brazil,America,,2018-02,3
United States of America,America,,2018-02,19
HongKong. Macao,Asia,,2018-02,8
Mainland China,Asia,,2018-02,1
Japan,Asia,,2018-02,57
"Korea,Republic of",Asia,,2018-02,243
India,Asia,,2018-02,3
Middle East,Asia,,2018-02,6
Malaysia,Asia,Southeast Asia,2018-02,30
Singapore,Asia,Southeast Asia,2018-02,12
Indonesia,Asia,Southeast Asia,2018-02,7
Philippines,Asia,Southeast Asia,2018-02,8
Thailand,Asia,Southeast Asia,2018-02,28
Vietnam,Asia,Southeast Asia,2018-02,8
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,16
"Others, Asia",Asia,,2018-02,0
Canada,America,,2018-02,5
Mexico,America,,2018-02,0
Unstated,,,2018-02,0
S. Africa,Africa,,2018-02,1
"Others, Oceania",Oceania,,2018-02,0
Mainland China,Asia,,2018-03,2
United States of America,America,,2018-03,51
Canada,America,,2018-03,6
"Others, Asia",Asia,,2018-03,16
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,3
Vietnam,Asia,Southeast Asia,2018-03,53
Thailand,Asia,Southeast Asia,2018-03,82
Philippines,Asia,Southeast Asia,2018-03,36
Indonesia,Asia,Southeast Asia,2018-03,117
Singapore,Asia,Southeast Asia,2018-03,58
Malaysia,Asia,Southeast Asia,2018-03,116
Middle East,Asia,,2018-03,6
India,Asia,,2018-03,26
"Korea,Republic of",Asia,,2018-03,240
HongKong. Macao,Asia,,2018-03,13
Unstated,,,2018-03,0
Mexico,America,,2018-03,1
Brazil,America,,2018-03,4
Argentina,America,,2018-03,2
Greece,Europe,,2018-03,0
"Others, Africa",Africa,,2018-03,4
S. Africa,Africa,,2018-03,0
"Others, Oceania",Oceania,,2018-03,0
New Zealand,Oceania,,2018-03,1
Australia,Oceania,,2018-03,20
"Others, Europe",Europe,,2018-03,13
Russian Federation,Europe,,2018-03,9
Sweden,Europe,,2018-03,1
"Others, America",America,,2018-03,3
Japan,Asia,,2018-03,80
United Kingdom,Europe,,2018-03,12
Spain,Europe,,2018-03,6
Switzerland,Europe,,2018-03,1
Netherlands,Europe,,2018-03,0
Italy,Europe,,2018-03,16
Germany,Europe,,2018-03,8
France,Europe,,2018-03,26
Belgium,Europe,,2018-03,3
Austria,Europe,,2018-03,2
Unstated,,,2018-04,0
"Others, Oceania",Oceania,,2018-04,2
HongKong. Macao,Asia,,2018-04,16
Belgium,Europe,,2018-04,7
France,Europe,,2018-04,41
Germany,Europe,,2018-04,26
Italy,Europe,,2018-04,25
Netherlands,Europe,,2018-04,11
Switzerland,Europe,,2018-04,5
Spain,Europe,,2018-04,15
United Kingdom,Europe,,2018-04,25
Austria,Europe,,2018-04,2
Greece,Europe,,2018-04,3
Sweden,Europe,,2018-04,3
Russian Federation,Europe,,2018-04,35
"Others, Europe",Europe,,2018-04,110
Australia,Oceania,,2018-04,50
New Zealand,Oceania,,2018-04,11
"Others, America",America,,2018-04,13
S. Africa,Africa,,2018-04,13
Argentina,America,,2018-04,1
Mexico,America,,2018-04,11
Mainland China,Asia,,2018-04,5
Japan,Asia,,2018-04,160
"Korea,Republic of",Asia,,2018-04,216
India,Asia,,2018-04,112
Middle East,Asia,,2018-04,61
Malaysia,Asia,Southeast Asia,2018-04,244
Singapore,Asia,Southeast Asia,2018-04,120
Indonesia,Asia,Southeast Asia,2018-04,138
Philippines,Asia,Southeast Asia,2018-04,75
Thailand,Asia,Southeast Asia,2018-04,176
Vietnam,Asia,Southeast Asia,2018-04,126
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,30
"Others, Asia",Asia,,2018-04,64
Canada,America,,2018-04,12
United States of America,America,,2018-04,39
Brazil,America,,2018-04,8
"Others, Africa",Africa,,2018-04,43
"Others, Africa",Africa,,2018-05,3
Unstated,,,2018-05,0
Brazil,America,,2018-05,5
Mexico,America,,2018-05,7
United States of America,America,,2018-05,36
Canada,America,,2018-05,4
"Others, Asia",Asia,,2018-05,8
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,11
Vietnam,Asia,Southeast Asia,2018-05,20
Thailand,Asia,Southeast Asia,2018-05,57
Philippines,Asia,Southeast Asia,2018-05,24
Indonesia,Asia,Southeast Asia,2018-05,47
Singapore,Asia,Southeast Asia,2018-05,32
Malaysia,Asia,Southeast Asia,2018-05,62
Middle East,Asia,,2018-05,3
India,Asia,,2018-05,24
"Korea,Republic of",Asia,,2018-05,191
Argentina,America,,2018-05,0
HongKong. Macao,Asia,,2018-05,13
"Others, America",America,,2018-05,10
Belgium,Europe,,2018-05,1
S. Africa,Africa,,2018-05,1
"Others, Oceania",Oceania,,2018-05,2
New Zealand,Oceania,,2018-05,2
Australia,Oceania,,2018-05,5
"Others, Europe",Europe,,2018-05,23
Russian Federation,Europe,,2018-05,16
Sweden,Europe,,2018-05,1
Japan,Asia,,2018-05,57
Greece,Europe,,2018-05,1
United Kingdom,Europe,,2018-05,13
Spain,Europe,,2018-05,9
Switzerland,Europe,,2018-05,4
Netherlands,Europe,,2018-05,4
Italy,Europe,,2018-05,18
Germany,Europe,,2018-05,11
France,Europe,,2018-05,27
Austria,Europe,,2018-05,0
Mainland China,Asia,,2018-05,3
"Others, Africa",Africa,,2018-06,27
Unstated,,,2018-06,9
Argentina,America,,2018-06,3
Philippines,Asia,Southeast Asia,2018-06,224
Mexico,America,,2018-06,10
United States of America,America,,2018-06,106
Canada,America,,2018-06,30
"Others, Asia",Asia,,2018-06,77
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,37
Vietnam,Asia,Southeast Asia,2018-06,185
Thailand,Asia,Southeast Asia,2018-06,343
Indonesia,Asia,Southeast Asia,2018-06,163
Singapore,Asia,Southeast Asia,2018-06,220
Malaysia,Asia,Southeast Asia,2018-06,416
Middle East,Asia,,2018-06,141
India,Asia,,2018-06,223
"Korea,Republic of",Asia,,2018-06,565
Japan,Asia,,2018-06,371
HongKong. Macao,Asia,,2018-06,41
Brazil,America,,2018-06,7
"Others, America",America,,2018-06,35
Mainland China,Asia,,2018-06,18
France,Europe,,2018-06,69
S. Africa,Africa,,2018-06,18
Belgium,Europe,,2018-06,4
"Others, Oceania",Oceania,,2018-06,0
New Zealand,Oceania,,2018-06,12
Australia,Oceania,,2018-06,82
Russian Federation,Europe,,2018-06,129
Sweden,Europe,,2018-06,9
Greece,Europe,,2018-06,9
"Others, Europe",Europe,,2018-06,177
Austria,Europe,,2018-06,10
United Kingdom,Europe,,2018-06,66
Spain,Europe,,2018-06,31
Switzerland,Europe,,2018-06,6
Netherlands,Europe,,2018-06,21
Italy,Europe,,2018-06,56
Germany,Europe,,2018-06,70
Thailand,Asia,Southeast Asia,2018-07,85
United States of America,America,,2018-07,27
Canada,America,,2018-07,9
"Others, Asia",Asia,,2018-07,12
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,4
Vietnam,Asia,Southeast Asia,2018-07,26
Mexico,America,,2018-07,2
Philippines,Asia,Southeast Asia,2018-07,47
Mainland China,Asia,,2018-07,4
Singapore,Asia,Southeast Asia,2018-07,43
Malaysia,Asia,Southeast Asia,2018-07,104
Middle East,Asia,,2018-07,4
India,Asia,,2018-07,14
"Korea,Republic of",Asia,,2018-07,223
Japan,Asia,,2018-07,85
HongKong. Macao,Asia,,2018-07,8
Brazil,America,,2018-07,5
Indonesia,Asia,Southeast Asia,2018-07,36
Argentina,America,,2018-07,0
S. Africa,Africa,,2018-07,0
Belgium,Europe,,2018-07,0
Unstated,,,2018-07,0
"Others, Africa",Africa,,2018-07,6
"Others, Oceania",Oceania,,2018-07,4
New Zealand,Oceania,,2018-07,7
Australia,Oceania,,2018-07,16
"Others, Europe",Europe,,2018-07,77
Russian Federation,Europe,,2018-07,13
Sweden,Europe,,2018-07,0
Greece,Europe,,2018-07,0
Austria,Europe,,2018-07,1
United Kingdom,Europe,,2018-07,15
Spain,Europe,,2018-07,24
Switzerland,Europe,,2018-07,0
Netherlands,Europe,,2018-07,5
Italy,Europe,,2018-07,8
Germany,Europe,,2018-07,11
France,Europe,,2018-07,19
"Others, America",America,,2018-07,24
HongKong. Macao,Asia,,2018-08,11
"Korea,Republic of",Asia,,2018-08,289
France,Europe,,2018-08,11
Netherlands,Europe,,2018-08,2
Switzerland,Europe,,2018-08,2
Spain,Europe,,2018-08,4
United Kingdom,Europe,,2018-08,8
Austria,Europe,,2018-08,4
Greece,Europe,,2018-08,3
Sweden,Europe,,2018-08,1
Russian Federation,Europe,,2018-08,26
"Others, Europe",Europe,,2018-08,32
Australia,Oceania,,2018-08,13
New Zealand,Oceania,,2018-08,0
"Others, Oceania",Oceania,,2018-08,0
S. Africa,Africa,,2018-08,7
"Others, Africa",Africa,,2018-08,23
Mainland China,Asia,,2018-08,6
Italy,Europe,,2018-08,7
Germany,Europe,,2018-08,21
Japan,Asia,,2018-08,116
Belgium,Europe,,2018-08,1
India,Asia,,2018-08,101
Middle East,Asia,,2018-08,51
Malaysia,Asia,Southeast Asia,2018-08,155
Singapore,Asia,Southeast Asia,2018-08,60
Indonesia,Asia,Southeast Asia,2018-08,78
Philippines,Asia,Southeast Asia,2018-08,81
Thailand,Asia,Southeast Asia,2018-08,85
Unstated,,,2018-08,2
Vietnam,Asia,Southeast Asia,2018-08,75
"Others, Asia",Asia,,2018-08,53
Canada,America,,2018-08,10
United States of America,America,,2018-08,27
Mexico,America,,2018-08,6
Brazil,America,,2018-08,0
Argentina,America,,2018-08,2
"Others, America",America,,2018-08,9
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,14
Japan,Asia,,2018-09,104
HongKong. Macao,Asia,,2018-09,10
"Others, Africa",Africa,,2018-09,8
Brazil,America,,2018-09,3
Mexico,America,,2018-09,1
United States of America,America,,2018-09,54
Canada,America,,2018-09,6
"Others, Asia",Asia,,2018-09,15
"Others, Southeast Asia",Asia,Southeast Asia,2018-09,5
Vietnam,Asia,Southeast Asia,2018-09,61
Thailand,Asia,Southeast Asia,2018-09,76
Philippines,Asia,Southeast Asia,2018-09,25
Indonesia,Asia,Southeast Asia,2018-09,86
Singapore,Asia,Southeast Asia,2018-09,106
Malaysia,Asia,Southeast Asia,2018-09,104
Middle East,Asia,,2018-09,13
India,Asia,,2018-09,34
"Korea,Republic of",Asia,,2018-09,364
Argentina,America,,2018-09,2
Unstated,,,2018-09,0
"Others, America",America,,2018-09,17
France,Europe,,2018-09,19
S. Africa,Africa,,2018-09,3
"Others, Oceania",Oceania,,2018-09,0
New Zealand,Oceania,,2018-09,4
Australia,Oceania,,2018-09,25
"Others, Europe",Europe,,2018-09,40
Russian Federation,Europe,,2018-09,6
Sweden,Europe,,2018-09,1
Greece,Europe,,2018-09,0
Austria,Europe,,2018-09,5
United Kingdom,Europe,,2018-09,30
Spain,Europe,,2018-09,3
Switzerland,Europe,,2018-09,7
Netherlands,Europe,,2018-09,10
Italy,Europe,,2018-09,22
Germany,Europe,,2018-09,30
Belgium,Europe,,2018-09,7
Mainland China,Asia,,2018-09,11
