Residence,Region,Sub-Region,Period,Pleasure
Vietnam,Asia,Southeast Asia,2017-04,16886
Argentina,America,,2017-04,21
Brazil,America,,2017-04,102
Unstated,,,2017-04,24
"Others, Africa",Africa,,2017-04,80
S. Africa,Africa,,2017-04,73
Thailand,Asia,Southeast Asia,2017-04,25889
"Others, Oceania",Oceania,,2017-04,166
"Others, America",America,,2017-04,251
Belgium,Europe,,2017-04,249
"Others, Europe",Europe,,2017-04,1711
Russian Federation,Europe,,2017-04,147
Sweden,Europe,,2017-04,244
Mexico,America,,2017-04,155
United States of America,America,,2017-04,18352
Canada,America,,2017-04,5470
"Others, Asia",Asia,,2017-04,250
"Others, Southeast Asia",Asia,Southeast Asia,2017-04,2267
Australia,Oceania,,2017-04,4639
"Korea,Republic of",Asia,,2017-05,66002
India,Asia,,2017-05,525
HongKong. Macao,Asia,,2017-05,112969
Mainland China,Asia,,2017-05,154144
Middle East,Asia,,2017-05,412
Japan,Asia,,2017-05,110099
Malaysia,Asia,Southeast Asia,2017-05,32712
Mexico,America,,2017-05,90
Indonesia,Asia,Southeast Asia,2017-05,3820
Canada,America,,2017-05,5015
"Others, Asia",Asia,,2017-05,212
"Others, Southeast Asia",Asia,Southeast Asia,2017-05,903
Vietnam,Asia,Southeast Asia,2017-05,12850
Unstated,,,2017-05,25
"Others, Africa",Africa,,2017-05,44
S. Africa,Africa,,2017-05,91
"Others, Oceania",Oceania,,2017-05,70
New Zealand,Oceania,,2017-05,379
Australia,Oceania,,2017-05,2820
"Others, Europe",Europe,,2017-05,1166
Russian Federation,Europe,,2017-05,171
Sweden,Europe,,2017-05,168
Singapore,Asia,Southeast Asia,2017-05,23371
Greece,Europe,,2017-05,12
Spain,Europe,,2017-05,244
Switzerland,Europe,,2017-05,344
Netherlands,Europe,,2017-05,651
Italy,Europe,,2017-05,302
Germany,Europe,,2017-05,1499
France,Europe,,2017-05,1341
Belgium,Europe,,2017-05,183
"Others, America",America,,2017-05,204
Argentina,America,,2017-05,26
Brazil,America,,2017-05,70
Thailand,Asia,Southeast Asia,2017-05,18063
Philippines,Asia,Southeast Asia,2017-05,11056
United States of America,America,,2017-05,16951
Austria,Europe,,2017-05,185
United Kingdom,Europe,,2017-05,2015
Malaysia,Asia,Southeast Asia,2017-06,33525
S. Africa,Africa,,2017-06,55
United States of America,America,,2017-06,17568
Canada,America,,2017-06,3407
"Others, Asia",Asia,,2017-06,224
"Others, Southeast Asia",Asia,Southeast Asia,2017-06,800
Vietnam,Asia,Southeast Asia,2017-06,19073
Thailand,Asia,Southeast Asia,2017-06,11292
Philippines,Asia,Southeast Asia,2017-06,10931
Indonesia,Asia,Southeast Asia,2017-06,8853
Singapore,Asia,Southeast Asia,2017-06,28207
India,Asia,,2017-06,331
"Korea,Republic of",Asia,,2017-06,58878
Unstated,,,2017-06,23
Japan,Asia,,2017-06,102757
Mainland China,Asia,,2017-06,143706
HongKong. Macao,Asia,,2017-06,130930
Mexico,America,,2017-06,59
"Others, Africa",Africa,,2017-06,47
Brazil,America,,2017-06,77
"Others, America",America,,2017-06,227
"Others, Oceania",Oceania,,2017-06,65
New Zealand,Oceania,,2017-06,313
Australia,Oceania,,2017-06,2651
"Others, Europe",Europe,,2017-06,1274
Russian Federation,Europe,,2017-06,125
Sweden,Europe,,2017-06,217
Greece,Europe,,2017-06,26
Argentina,America,,2017-06,10
Austria,Europe,,2017-06,151
Spain,Europe,,2017-06,268
Switzerland,Europe,,2017-06,239
Netherlands,Europe,,2017-06,488
Italy,Europe,,2017-06,299
Germany,Europe,,2017-06,1156
France,Europe,,2017-06,858
Belgium,Europe,,2017-06,159
United Kingdom,Europe,,2017-06,1630
Middle East,Asia,,2017-06,347
Unstated,,,2017-07,43
France,Europe,,2017-07,1504
"Others, Africa",Africa,,2017-07,47
S. Africa,Africa,,2017-07,73
New Zealand,Oceania,,2017-07,365
Germany,Europe,,2017-07,1322
Indonesia,Asia,Southeast Asia,2017-07,2689
Philippines,Asia,Southeast Asia,2017-07,7522
Thailand,Asia,Southeast Asia,2017-07,11405
Vietnam,Asia,Southeast Asia,2017-07,18834
"Others, Southeast Asia",Asia,Southeast Asia,2017-07,943
"Others, Asia",Asia,,2017-07,348
Singapore,Asia,Southeast Asia,2017-07,14633
"Others, Oceania",Oceania,,2017-07,46
Russian Federation,Europe,,2017-07,108
"Others, America",America,,2017-07,173
Argentina,America,,2017-07,30
Brazil,America,,2017-07,57
Mexico,America,,2017-07,82
United States of America,America,,2017-07,16863
Belgium,Europe,,2017-07,364
Malaysia,Asia,Southeast Asia,2017-07,15113
Canada,America,,2017-07,4461
India,Asia,,2017-07,280
Middle East,Asia,,2017-07,436
Australia,Oceania,,2017-07,2558
"Others, Europe",Europe,,2017-07,1553
Sweden,Europe,,2017-07,314
Greece,Europe,,2017-07,15
Austria,Europe,,2017-07,235
Spain,Europe,,2017-07,321
United Kingdom,Europe,,2017-07,1772
Switzerland,Europe,,2017-07,366
Netherlands,Europe,,2017-07,1336
Italy,Europe,,2017-07,381
HongKong. Macao,Asia,,2017-07,139919
Mainland China,Asia,,2017-07,181797
Japan,Asia,,2017-07,93924
"Korea,Republic of",Asia,,2017-07,58257
Italy,Europe,,2017-08,462
Austria,Europe,,2017-08,184
Netherlands,Europe,,2017-08,933
Switzerland,Europe,,2017-08,347
Spain,Europe,,2017-08,464
United Kingdom,Europe,,2017-08,1824
France,Europe,,2017-08,1524
Greece,Europe,,2017-08,28
"Others, Africa",Africa,,2017-08,35
Russian Federation,Europe,,2017-08,135
"Others, Europe",Europe,,2017-08,1294
Australia,Oceania,,2017-08,1951
New Zealand,Oceania,,2017-08,306
"Others, Oceania",Oceania,,2017-08,58
S. Africa,Africa,,2017-08,99
Unstated,,,2017-08,31
Belgium,Europe,,2017-08,186
Sweden,Europe,,2017-08,200
"Others, America",America,,2017-08,192
Germany,Europe,,2017-08,1591
Brazil,America,,2017-08,49
Argentina,America,,2017-08,18
Mainland China,Asia,,2017-08,196431
Japan,Asia,,2017-08,135532
"Korea,Republic of",Asia,,2017-08,62790
India,Asia,,2017-08,258
Middle East,Asia,,2017-08,543
Malaysia,Asia,Southeast Asia,2017-08,20640
Singapore,Asia,Southeast Asia,2017-08,15074
Indonesia,Asia,Southeast Asia,2017-08,2495
HongKong. Macao,Asia,,2017-08,159206
Thailand,Asia,Southeast Asia,2017-08,8731
Vietnam,Asia,Southeast Asia,2017-08,15207
"Others, Southeast Asia",Asia,Southeast Asia,2017-08,1331
"Others, Asia",Asia,,2017-08,327
Canada,America,,2017-08,4564
United States of America,America,,2017-08,13863
Mexico,America,,2017-08,107
Philippines,Asia,Southeast Asia,2017-08,8329
S. Africa,Africa,,2017-09,72
"Others, Oceania",Oceania,,2017-09,47
New Zealand,Oceania,,2017-09,370
Belgium,Europe,,2017-09,214
Australia,Oceania,,2017-09,3204
"Others, Europe",Europe,,2017-09,1219
Russian Federation,Europe,,2017-09,132
Sweden,Europe,,2017-09,193
United Kingdom,Europe,,2017-09,1744
Austria,Europe,,2017-09,230
Spain,Europe,,2017-09,302
France,Europe,,2017-09,964
Germany,Europe,,2017-09,1733
Switzerland,Europe,,2017-09,347
Italy,Europe,,2017-09,290
"Others, Africa",Africa,,2017-09,74
Netherlands,Europe,,2017-09,662
Greece,Europe,,2017-09,20
Unstated,,,2017-09,11
Vietnam,Asia,Southeast Asia,2017-09,14290
Argentina,America,,2017-09,25
HongKong. Macao,Asia,,2017-09,97246
Mainland China,Asia,,2017-09,159772
Japan,Asia,,2017-09,128789
"Korea,Republic of",Asia,,2017-09,57880
India,Asia,,2017-09,405
Middle East,Asia,,2017-09,546
"Others, America",America,,2017-09,194
Singapore,Asia,Southeast Asia,2017-09,18282
Malaysia,Asia,Southeast Asia,2017-09,23214
Philippines,Asia,Southeast Asia,2017-09,9329
Thailand,Asia,Southeast Asia,2017-09,10874
"Others, Southeast Asia",Asia,Southeast Asia,2017-09,1505
"Others, Asia",Asia,,2017-09,308
Canada,America,,2017-09,4177
United States of America,America,,2017-09,12328
Mexico,America,,2017-09,109
Brazil,America,,2017-09,45
Indonesia,Asia,Southeast Asia,2017-09,3608
S. Africa,Africa,,2017-10,92
Unstated,,,2017-10,21
"Others, Africa",Africa,,2017-10,57
"Others, Oceania",Oceania,,2017-10,59
Indonesia,Asia,Southeast Asia,2017-10,3863
Australia,Oceania,,2017-10,4554
HongKong. Macao,Asia,,2017-10,99338
Japan,Asia,,2017-10,123206
"Korea,Republic of",Asia,,2017-10,80300
India,Asia,,2017-10,356
Middle East,Asia,,2017-10,529
Malaysia,Asia,Southeast Asia,2017-10,36660
Singapore,Asia,Southeast Asia,2017-10,27319
Philippines,Asia,Southeast Asia,2017-10,12861
Thailand,Asia,Southeast Asia,2017-10,19043
Vietnam,Asia,Southeast Asia,2017-10,16387
"Others, Southeast Asia",Asia,Southeast Asia,2017-10,1425
"Others, Asia",Asia,,2017-10,349
Canada,America,,2017-10,6544
United States of America,America,,2017-10,17397
Mexico,America,,2017-10,82
Brazil,America,,2017-10,112
Argentina,America,,2017-10,36
"Others, Europe",Europe,,2017-10,1699
Russian Federation,Europe,,2017-10,161
Sweden,Europe,,2017-10,302
Greece,Europe,,2017-10,27
Austria,Europe,,2017-10,471
United Kingdom,Europe,,2017-10,2863
New Zealand,Oceania,,2017-10,565
Spain,Europe,,2017-10,324
Netherlands,Europe,,2017-10,1096
Italy,Europe,,2017-10,380
Germany,Europe,,2017-10,2952
France,Europe,,2017-10,1571
Belgium,Europe,,2017-10,352
"Others, America",America,,2017-10,221
Switzerland,Europe,,2017-10,449
Mainland China,Asia,,2017-10,209736
HongKong. Macao,Asia,,2017-11,117123
Unstated,,,2017-11,24
France,Europe,,2017-11,1625
Germany,Europe,,2017-11,2396
Italy,Europe,,2017-11,485
Netherlands,Europe,,2017-11,1000
Switzerland,Europe,,2017-11,433
Spain,Europe,,2017-11,407
United Kingdom,Europe,,2017-11,2557
Belgium,Europe,,2017-11,301
Austria,Europe,,2017-11,339
Sweden,Europe,,2017-11,308
Russian Federation,Europe,,2017-11,206
"Others, Europe",Europe,,2017-11,1614
Australia,Oceania,,2017-11,4377
New Zealand,Oceania,,2017-11,422
"Others, Oceania",Oceania,,2017-11,56
S. Africa,Africa,,2017-11,70
Greece,Europe,,2017-11,30
"Others, America",America,,2017-11,200
"Others, Africa",Africa,,2017-11,63
Brazil,America,,2017-11,89
Mainland China,Asia,,2017-11,184221
Japan,Asia,,2017-11,150268
"Korea,Republic of",Asia,,2017-11,81680
India,Asia,,2017-11,332
Argentina,America,,2017-11,21
Malaysia,Asia,Southeast Asia,2017-11,49003
Singapore,Asia,Southeast Asia,2017-11,41381
Indonesia,Asia,Southeast Asia,2017-11,3466
Middle East,Asia,,2017-11,541
Thailand,Asia,Southeast Asia,2017-11,19787
Vietnam,Asia,Southeast Asia,2017-11,15179
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,1509
"Others, Asia",Asia,,2017-11,295
Canada,America,,2017-11,8456
United States of America,America,,2017-11,21037
Mexico,America,,2017-11,100
Philippines,Asia,Southeast Asia,2017-11,18679
France,Europe,,2017-12,1491
Germany,Europe,,2017-12,2055
Italy,Europe,,2017-12,500
Netherlands,Europe,,2017-12,989
Switzerland,Europe,,2017-12,388
Spain,Europe,,2017-12,375
United Kingdom,Europe,,2017-12,2262
S. Africa,Africa,,2017-12,184
Greece,Europe,,2017-12,34
Sweden,Europe,,2017-12,345
Russian Federation,Europe,,2017-12,135
"Others, Europe",Europe,,2017-12,1668
Australia,Oceania,,2017-12,7883
New Zealand,Oceania,,2017-12,863
"Others, Oceania",Oceania,,2017-12,106
"Others, America",America,,2017-12,240
Austria,Europe,,2017-12,273
Argentina,America,,2017-12,34
Philippines,Asia,Southeast Asia,2017-12,20744
Mexico,America,,2017-12,84
"Others, Africa",Africa,,2017-12,75
HongKong. Macao,Asia,,2017-12,160772
Mainland China,Asia,,2017-12,194249
Japan,Asia,,2017-12,143789
"Korea,Republic of",Asia,,2017-12,95884
India,Asia,,2017-12,485
Middle East,Asia,,2017-12,532
Brazil,America,,2017-12,147
Malaysia,Asia,Southeast Asia,2017-12,61071
Indonesia,Asia,Southeast Asia,2017-12,7095
Thailand,Asia,Southeast Asia,2017-12,28068
Vietnam,Asia,Southeast Asia,2017-12,14079
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,1961
"Others, Asia",Asia,,2017-12,460
Canada,America,,2017-12,6917
United States of America,America,,2017-12,22099
Singapore,Asia,Southeast Asia,2017-12,59793
Unstated,,,2017-12,37
Belgium,Europe,,2017-12,235
Unstated,,,2018-01,31
Mexico,America,,2018-01,81
United States of America,America,,2018-01,14643
Canada,America,,2018-01,5407
"Others, Asia",Asia,,2018-01,243
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,1130
Vietnam,Asia,Southeast Asia,2018-01,10279
Thailand,Asia,Southeast Asia,2018-01,16301
Philippines,Asia,Southeast Asia,2018-01,13861
Indonesia,Asia,Southeast Asia,2018-01,3434
Singapore,Asia,Southeast Asia,2018-01,22440
Malaysia,Asia,Southeast Asia,2018-01,24185
Middle East,Asia,,2018-01,491
India,Asia,,2018-01,258
"Korea,Republic of",Asia,,2018-01,113019
Japan,Asia,,2018-01,123980
Brazil,America,,2018-01,138
Mainland China,Asia,,2018-01,178170
Argentina,America,,2018-01,57
Belgium,Europe,,2018-01,182
"Others, Oceania",Oceania,,2018-01,160
New Zealand,Oceania,,2018-01,720
Australia,Oceania,,2018-01,6785
"Others, Europe",Europe,,2018-01,1333
Russian Federation,Europe,,2018-01,144
Sweden,Europe,,2018-01,273
Greece,Europe,,2018-01,19
Austria,Europe,,2018-01,217
United Kingdom,Europe,,2018-01,1812
Spain,Europe,,2018-01,280
Switzerland,Europe,,2018-01,276
Netherlands,Europe,,2018-01,608
Italy,Europe,,2018-01,322
Germany,Europe,,2018-01,1841
France,Europe,,2018-01,1049
"Others, America",America,,2018-01,262
HongKong. Macao,Asia,,2018-01,90982
"Others, Africa",Africa,,2018-01,47
S. Africa,Africa,,2018-01,69
"Others, America",America,,2018-02,204
Belgium,Europe,,2018-02,134
France,Europe,,2018-02,1098
Germany,Europe,,2018-02,1559
Italy,Europe,,2018-02,258
Netherlands,Europe,,2018-02,469
Switzerland,Europe,,2018-02,272
Argentina,America,,2018-02,25
"Others, Africa",Africa,,2018-02,41
Austria,Europe,,2018-02,244
Greece,Europe,,2018-02,15
Sweden,Europe,,2018-02,200
Russian Federation,Europe,,2018-02,78
"Others, Europe",Europe,,2018-02,1232
Australia,Oceania,,2018-02,2660
New Zealand,Oceania,,2018-02,340
United Kingdom,Europe,,2018-02,1646
Spain,Europe,,2018-02,200
Brazil,America,,2018-02,72
United States of America,America,,2018-02,11558
HongKong. Macao,Asia,,2018-02,84347
Mainland China,Asia,,2018-02,222843
Japan,Asia,,2018-02,90718
"Korea,Republic of",Asia,,2018-02,76108
India,Asia,,2018-02,155
Middle East,Asia,,2018-02,433
Malaysia,Asia,Southeast Asia,2018-02,16606
Singapore,Asia,Southeast Asia,2018-02,12951
Indonesia,Asia,Southeast Asia,2018-02,2014
Philippines,Asia,Southeast Asia,2018-02,13010
Thailand,Asia,Southeast Asia,2018-02,10976
Vietnam,Asia,Southeast Asia,2018-02,8139
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,1297
"Others, Asia",Asia,,2018-02,161
Canada,America,,2018-02,4424
Mexico,America,,2018-02,62
Unstated,,,2018-02,26
S. Africa,Africa,,2018-02,58
"Others, Oceania",Oceania,,2018-02,43
Mainland China,Asia,,2018-03,143972
United States of America,America,,2018-03,16231
Canada,America,,2018-03,6612
"Others, Asia",Asia,,2018-03,206
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,1408
Vietnam,Asia,Southeast Asia,2018-03,13638
Thailand,Asia,Southeast Asia,2018-03,19436
Philippines,Asia,Southeast Asia,2018-03,18773
Indonesia,Asia,Southeast Asia,2018-03,3109
Singapore,Asia,Southeast Asia,2018-03,29241
Malaysia,Asia,Southeast Asia,2018-03,37276
Middle East,Asia,,2018-03,557
India,Asia,,2018-03,266
"Korea,Republic of",Asia,,2018-03,53128
HongKong. Macao,Asia,,2018-03,133051
Unstated,,,2018-03,34
Mexico,America,,2018-03,74
Brazil,America,,2018-03,72
Argentina,America,,2018-03,20
Greece,Europe,,2018-03,29
"Others, Africa",Africa,,2018-03,39
S. Africa,Africa,,2018-03,61
"Others, Oceania",Oceania,,2018-03,120
New Zealand,Oceania,,2018-03,284
Australia,Oceania,,2018-03,3549
"Others, Europe",Europe,,2018-03,1617
Russian Federation,Europe,,2018-03,145
Sweden,Europe,,2018-03,295
"Others, America",America,,2018-03,182
Japan,Asia,,2018-03,133683
United Kingdom,Europe,,2018-03,2494
Spain,Europe,,2018-03,303
Switzerland,Europe,,2018-03,354
Netherlands,Europe,,2018-03,512
Italy,Europe,,2018-03,282
Germany,Europe,,2018-03,2376
France,Europe,,2018-03,1158
Belgium,Europe,,2018-03,167
Austria,Europe,,2018-03,282
Unstated,,,2018-04,22
"Others, Oceania",Oceania,,2018-04,47
HongKong. Macao,Asia,,2018-04,105923
Belgium,Europe,,2018-04,261
France,Europe,,2018-04,1900
Germany,Europe,,2018-04,1911
Italy,Europe,,2018-04,378
Netherlands,Europe,,2018-04,750
Switzerland,Europe,,2018-04,373
Spain,Europe,,2018-04,348
United Kingdom,Europe,,2018-04,2351
Austria,Europe,,2018-04,356
Greece,Europe,,2018-04,38
Sweden,Europe,,2018-04,261
Russian Federation,Europe,,2018-04,184
"Others, Europe",Europe,,2018-04,1825
Australia,Oceania,,2018-04,4220
New Zealand,Oceania,,2018-04,542
"Others, America",America,,2018-04,210
S. Africa,Africa,,2018-04,55
Argentina,America,,2018-04,35
Mexico,America,,2018-04,73
Mainland China,Asia,,2018-04,175634
Japan,Asia,,2018-04,80223
"Korea,Republic of",Asia,,2018-04,50048
India,Asia,,2018-04,393
Middle East,Asia,,2018-04,515
Malaysia,Asia,Southeast Asia,2018-04,32197
Singapore,Asia,Southeast Asia,2018-04,23212
Indonesia,Asia,Southeast Asia,2018-04,3939
Philippines,Asia,Southeast Asia,2018-04,18185
Thailand,Asia,Southeast Asia,2018-04,24287
Vietnam,Asia,Southeast Asia,2018-04,20768
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,3392
"Others, Asia",Asia,,2018-04,382
Canada,America,,2018-04,5527
United States of America,America,,2018-04,16182
Brazil,America,,2018-04,97
"Others, Africa",Africa,,2018-04,44
"Others, Africa",Africa,,2018-05,42
Unstated,,,2018-05,22
Brazil,America,,2018-05,76
Mexico,America,,2018-05,74
United States of America,America,,2018-05,15561
Canada,America,,2018-05,6003
"Others, Asia",Asia,,2018-05,225
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,1600
Vietnam,Asia,Southeast Asia,2018-05,18583
Thailand,Asia,Southeast Asia,2018-05,18002
Philippines,Asia,Southeast Asia,2018-05,19211
Indonesia,Asia,Southeast Asia,2018-05,3565
Singapore,Asia,Southeast Asia,2018-05,25342
Malaysia,Asia,Southeast Asia,2018-05,29181
Middle East,Asia,,2018-05,390
India,Asia,,2018-05,361
"Korea,Republic of",Asia,,2018-05,59551
Argentina,America,,2018-05,32
HongKong. Macao,Asia,,2018-05,106302
"Others, America",America,,2018-05,187
Belgium,Europe,,2018-05,155
S. Africa,Africa,,2018-05,40
"Others, Oceania",Oceania,,2018-05,53
New Zealand,Oceania,,2018-05,352
Australia,Oceania,,2018-05,2708
"Others, Europe",Europe,,2018-05,1348
Russian Federation,Europe,,2018-05,117
Sweden,Europe,,2018-05,161
Japan,Asia,,2018-05,103726
Greece,Europe,,2018-05,18
United Kingdom,Europe,,2018-05,2087
Spain,Europe,,2018-05,263
Switzerland,Europe,,2018-05,327
Netherlands,Europe,,2018-05,721
Italy,Europe,,2018-05,284
Germany,Europe,,2018-05,1601
France,Europe,,2018-05,1449
Austria,Europe,,2018-05,231
Mainland China,Asia,,2018-05,141767
"Others, Africa",Africa,,2018-06,44
Unstated,,,2018-06,651
Argentina,America,,2018-06,14
Philippines,Asia,Southeast Asia,2018-06,19234
Mexico,America,,2018-06,70
United States of America,America,,2018-06,17179
Canada,America,,2018-06,3446
"Others, Asia",Asia,,2018-06,347
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,1293
Vietnam,Asia,Southeast Asia,2018-06,21965
Thailand,Asia,Southeast Asia,2018-06,12721
Indonesia,Asia,Southeast Asia,2018-06,9101
Singapore,Asia,Southeast Asia,2018-06,24881
Malaysia,Asia,Southeast Asia,2018-06,33806
Middle East,Asia,,2018-06,398
India,Asia,,2018-06,328
"Korea,Republic of",Asia,,2018-06,49836
Japan,Asia,,2018-06,93434
HongKong. Macao,Asia,,2018-06,130097
Brazil,America,,2018-06,52
"Others, America",America,,2018-06,258
Mainland China,Asia,,2018-06,145329
France,Europe,,2018-06,1041
S. Africa,Africa,,2018-06,72
Belgium,Europe,,2018-06,121
"Others, Oceania",Oceania,,2018-06,41
New Zealand,Oceania,,2018-06,425
Australia,Oceania,,2018-06,2871
Russian Federation,Europe,,2018-06,121
Sweden,Europe,,2018-06,280
Greece,Europe,,2018-06,20
"Others, Europe",Europe,,2018-06,1232
Austria,Europe,,2018-06,131
United Kingdom,Europe,,2018-06,1841
Spain,Europe,,2018-06,303
Switzerland,Europe,,2018-06,199
Netherlands,Europe,,2018-06,584
Italy,Europe,,2018-06,263
Germany,Europe,,2018-06,1098
Thailand,Asia,Southeast Asia,2018-07,14020
United States of America,America,,2018-07,16408
Canada,America,,2018-07,4848
"Others, Asia",Asia,,2018-07,372
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,946
Vietnam,Asia,Southeast Asia,2018-07,23336
Mexico,America,,2018-07,137
Philippines,Asia,Southeast Asia,2018-07,16110
Mainland China,Asia,,2018-07,166574
Singapore,Asia,Southeast Asia,2018-07,14497
Malaysia,Asia,Southeast Asia,2018-07,13847
Middle East,Asia,,2018-07,495
India,Asia,,2018-07,381
"Korea,Republic of",Asia,,2018-07,49095
Japan,Asia,,2018-07,90527
HongKong. Macao,Asia,,2018-07,143563
Brazil,America,,2018-07,92
Indonesia,Asia,Southeast Asia,2018-07,2817
Argentina,America,,2018-07,25
S. Africa,Africa,,2018-07,92
Belgium,Europe,,2018-07,283
Unstated,,,2018-07,17
"Others, Africa",Africa,,2018-07,128
"Others, Oceania",Oceania,,2018-07,37
New Zealand,Oceania,,2018-07,473
Australia,Oceania,,2018-07,3647
"Others, Europe",Europe,,2018-07,1732
Russian Federation,Europe,,2018-07,111
Sweden,Europe,,2018-07,348
Greece,Europe,,2018-07,22
Austria,Europe,,2018-07,349
United Kingdom,Europe,,2018-07,2054
Spain,Europe,,2018-07,421
Switzerland,Europe,,2018-07,409
Netherlands,Europe,,2018-07,1474
Italy,Europe,,2018-07,367
Germany,Europe,,2018-07,1589
France,Europe,,2018-07,1607
"Others, America",America,,2018-07,237
HongKong. Macao,Asia,,2018-08,169946
"Korea,Republic of",Asia,,2018-08,58221
France,Europe,,2018-08,1918
Netherlands,Europe,,2018-08,891
Switzerland,Europe,,2018-08,320
Spain,Europe,,2018-08,589
United Kingdom,Europe,,2018-08,2450
Austria,Europe,,2018-08,425
Greece,Europe,,2018-08,38
Sweden,Europe,,2018-08,167
Russian Federation,Europe,,2018-08,113
"Others, Europe",Europe,,2018-08,1471
Australia,Oceania,,2018-08,2544
New Zealand,Oceania,,2018-08,311
"Others, Oceania",Oceania,,2018-08,33
S. Africa,Africa,,2018-08,83
"Others, Africa",Africa,,2018-08,74
Mainland China,Asia,,2018-08,193739
Italy,Europe,,2018-08,559
Germany,Europe,,2018-08,1682
Japan,Asia,,2018-08,144001
Belgium,Europe,,2018-08,218
India,Asia,,2018-08,363
Middle East,Asia,,2018-08,671
Malaysia,Asia,Southeast Asia,2018-08,18084
Singapore,Asia,Southeast Asia,2018-08,15382
Indonesia,Asia,Southeast Asia,2018-08,3176
Philippines,Asia,Southeast Asia,2018-08,12584
Thailand,Asia,Southeast Asia,2018-08,9637
Unstated,,,2018-08,28
Vietnam,Asia,Southeast Asia,2018-08,17460
"Others, Asia",Asia,,2018-08,343
Canada,America,,2018-08,4913
United States of America,America,,2018-08,13804
Mexico,America,,2018-08,66
Brazil,America,,2018-08,40
Argentina,America,,2018-08,23
"Others, America",America,,2018-08,196
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,1337
Japan,Asia,,2018-09,124482
HongKong. Macao,Asia,,2018-09,97622
"Others, Africa",Africa,,2018-09,60
Brazil,America,,2018-09,88
Mexico,America,,2018-09,67
United States of America,America,,2018-09,12282
Canada,America,,2018-09,3993
"Others, Asia",Asia,,2018-09,299
"Others, Southeast Asia",Asia,Southeast Asia,2018-09,1084
Vietnam,Asia,Southeast Asia,2018-09,15076
Thailand,Asia,Southeast Asia,2018-09,11022
Philippines,Asia,Southeast Asia,2018-09,11581
Indonesia,Asia,Southeast Asia,2018-09,3088
Singapore,Asia,Southeast Asia,2018-09,19269
Malaysia,Asia,Southeast Asia,2018-09,24181
Middle East,Asia,,2018-09,713
India,Asia,,2018-09,405
"Korea,Republic of",Asia,,2018-09,62561
Argentina,America,,2018-09,16
Unstated,,,2018-09,10
"Others, America",America,,2018-09,211
France,Europe,,2018-09,1095
S. Africa,Africa,,2018-09,78
"Others, Oceania",Oceania,,2018-09,43
New Zealand,Oceania,,2018-09,457
Australia,Oceania,,2018-09,3940
"Others, Europe",Europe,,2018-09,1407
Russian Federation,Europe,,2018-09,177
Sweden,Europe,,2018-09,184
Greece,Europe,,2018-09,15
Austria,Europe,,2018-09,282
United Kingdom,Europe,,2018-09,2000
Spain,Europe,,2018-09,343
Switzerland,Europe,,2018-09,372
Netherlands,Europe,,2018-09,692
Italy,Europe,,2018-09,303
Germany,Europe,,2018-09,2190
Belgium,Europe,,2018-09,220
Mainland China,Asia,,2018-09,154404
