Residence,Region,Sub-Region,Period,Visit Relatives
"Korea,Republic of",Asia,,2017-05,1398
India,Asia,,2017-05,142
HongKong. Macao,Asia,,2017-05,2997
Mainland China,Asia,,2017-05,4045
Middle East,Asia,,2017-05,56
Japan,Asia,,2017-05,1468
Malaysia,Asia,Southeast Asia,2017-05,1356
Mexico,America,,2017-05,19
Indonesia,Asia,Southeast Asia,2017-05,801
Canada,America,,2017-05,1338
"Others, Asia",Asia,,2017-05,49
"Others, Southeast Asia",Asia,Southeast Asia,2017-05,188
Vietnam,Asia,Southeast Asia,2017-05,1837
Unstated,,,2017-05,5
"Others, Africa",Africa,,2017-05,17
S. Africa,Africa,,2017-05,26
"Others, Oceania",Oceania,,2017-05,7
New Zealand,Oceania,,2017-05,210
Australia,Oceania,,2017-05,827
"Others, Europe",Europe,,2017-05,116
Russian Federation,Europe,,2017-05,16
Sweden,Europe,,2017-05,11
Singapore,Asia,Southeast Asia,2017-05,1097
Greece,Europe,,2017-05,3
Spain,Europe,,2017-05,57
Switzerland,Europe,,2017-05,50
Netherlands,Europe,,2017-05,95
Italy,Europe,,2017-05,37
Germany,Europe,,2017-05,271
France,Europe,,2017-05,316
Belgium,Europe,,2017-05,31
"Others, America",America,,2017-05,73
Argentina,America,,2017-05,6
Brazil,America,,2017-05,31
Thailand,Asia,Southeast Asia,2017-05,737
Philippines,Asia,Southeast Asia,2017-05,639
United States of America,America,,2017-05,12408
Austria,Europe,,2017-05,33
United Kingdom,Europe,,2017-05,307
Malaysia,Asia,Southeast Asia,2017-06,1689
S. Africa,Africa,,2017-06,26
United States of America,America,,2017-06,16898
Canada,America,,2017-06,1287
"Others, Asia",Asia,,2017-06,64
"Others, Southeast Asia",Asia,Southeast Asia,2017-06,196
Vietnam,Asia,Southeast Asia,2017-06,2654
Thailand,Asia,Southeast Asia,2017-06,650
Philippines,Asia,Southeast Asia,2017-06,584
Indonesia,Asia,Southeast Asia,2017-06,1573
Singapore,Asia,Southeast Asia,2017-06,1334
India,Asia,,2017-06,111
"Korea,Republic of",Asia,,2017-06,1219
Unstated,,,2017-06,5
Japan,Asia,,2017-06,1398
Mainland China,Asia,,2017-06,4978
HongKong. Macao,Asia,,2017-06,3851
Mexico,America,,2017-06,23
"Others, Africa",Africa,,2017-06,32
Brazil,America,,2017-06,32
"Others, America",America,,2017-06,144
"Others, Oceania",Oceania,,2017-06,16
New Zealand,Oceania,,2017-06,196
Australia,Oceania,,2017-06,902
"Others, Europe",Europe,,2017-06,212
Russian Federation,Europe,,2017-06,14
Sweden,Europe,,2017-06,125
Greece,Europe,,2017-06,6
Argentina,America,,2017-06,11
Austria,Europe,,2017-06,54
Spain,Europe,,2017-06,98
Switzerland,Europe,,2017-06,40
Netherlands,Europe,,2017-06,73
Italy,Europe,,2017-06,77
Germany,Europe,,2017-06,233
France,Europe,,2017-06,370
Belgium,Europe,,2017-06,53
United Kingdom,Europe,,2017-06,327
Middle East,Asia,,2017-06,55
Unstated,,,2017-07,4
France,Europe,,2017-07,744
"Others, Africa",Africa,,2017-07,24
S. Africa,Africa,,2017-07,47
New Zealand,Oceania,,2017-07,261
Germany,Europe,,2017-07,416
Indonesia,Asia,Southeast Asia,2017-07,799
Philippines,Asia,Southeast Asia,2017-07,518
Thailand,Asia,Southeast Asia,2017-07,660
Vietnam,Asia,Southeast Asia,2017-07,2572
"Others, Southeast Asia",Asia,Southeast Asia,2017-07,182
"Others, Asia",Asia,,2017-07,55
Singapore,Asia,Southeast Asia,2017-07,968
"Others, Oceania",Oceania,,2017-07,9
Russian Federation,Europe,,2017-07,32
"Others, America",America,,2017-07,82
Argentina,America,,2017-07,3
Brazil,America,,2017-07,32
Mexico,America,,2017-07,34
United States of America,America,,2017-07,14533
Belgium,Europe,,2017-07,103
Malaysia,Asia,Southeast Asia,2017-07,955
Canada,America,,2017-07,1753
India,Asia,,2017-07,61
Middle East,Asia,,2017-07,73
Australia,Oceania,,2017-07,724
"Others, Europe",Europe,,2017-07,215
Sweden,Europe,,2017-07,46
Greece,Europe,,2017-07,12
Austria,Europe,,2017-07,114
Spain,Europe,,2017-07,126
United Kingdom,Europe,,2017-07,588
Switzerland,Europe,,2017-07,140
Netherlands,Europe,,2017-07,184
Italy,Europe,,2017-07,104
HongKong. Macao,Asia,,2017-07,4022
Mainland China,Asia,,2017-07,7325
Japan,Asia,,2017-07,1943
"Korea,Republic of",Asia,,2017-07,1461
Italy,Europe,,2017-08,116
Austria,Europe,,2017-08,93
Netherlands,Europe,,2017-08,119
Switzerland,Europe,,2017-08,56
Spain,Europe,,2017-08,112
United Kingdom,Europe,,2017-08,527
France,Europe,,2017-08,500
Greece,Europe,,2017-08,4
"Others, Africa",Africa,,2017-08,19
Russian Federation,Europe,,2017-08,42
"Others, Europe",Europe,,2017-08,134
Australia,Oceania,,2017-08,595
New Zealand,Oceania,,2017-08,138
"Others, Oceania",Oceania,,2017-08,10
S. Africa,Africa,,2017-08,58
Unstated,,,2017-08,0
Belgium,Europe,,2017-08,43
Sweden,Europe,,2017-08,19
"Others, America",America,,2017-08,95
Germany,Europe,,2017-08,419
Brazil,America,,2017-08,21
Argentina,America,,2017-08,5
Mainland China,Asia,,2017-08,5909
Japan,Asia,,2017-08,2478
"Korea,Republic of",Asia,,2017-08,1309
India,Asia,,2017-08,96
Middle East,Asia,,2017-08,88
Malaysia,Asia,Southeast Asia,2017-08,1051
Singapore,Asia,Southeast Asia,2017-08,907
Indonesia,Asia,Southeast Asia,2017-08,573
HongKong. Macao,Asia,,2017-08,3848
Thailand,Asia,Southeast Asia,2017-08,706
Vietnam,Asia,Southeast Asia,2017-08,2217
"Others, Southeast Asia",Asia,Southeast Asia,2017-08,184
"Others, Asia",Asia,,2017-08,58
Canada,America,,2017-08,1544
United States of America,America,,2017-08,11102
Mexico,America,,2017-08,32
Philippines,Asia,Southeast Asia,2017-08,426
S. Africa,Africa,,2017-09,34
"Others, Oceania",Oceania,,2017-09,5
New Zealand,Oceania,,2017-09,217
Belgium,Europe,,2017-09,25
Australia,Oceania,,2017-09,1105
"Others, Europe",Europe,,2017-09,135
Russian Federation,Europe,,2017-09,16
Sweden,Europe,,2017-09,32
United Kingdom,Europe,,2017-09,297
Austria,Europe,,2017-09,39
Spain,Europe,,2017-09,57
France,Europe,,2017-09,269
Germany,Europe,,2017-09,280
Switzerland,Europe,,2017-09,56
Italy,Europe,,2017-09,51
"Others, Africa",Africa,,2017-09,11
Netherlands,Europe,,2017-09,95
Greece,Europe,,2017-09,3
Unstated,,,2017-09,1
Vietnam,Asia,Southeast Asia,2017-09,2225
Argentina,America,,2017-09,9
HongKong. Macao,Asia,,2017-09,3021
Mainland China,Asia,,2017-09,4555
Japan,Asia,,2017-09,1381
"Korea,Republic of",Asia,,2017-09,1368
India,Asia,,2017-09,70
Middle East,Asia,,2017-09,53
"Others, America",America,,2017-09,75
Singapore,Asia,Southeast Asia,2017-09,940
Malaysia,Asia,Southeast Asia,2017-09,998
Philippines,Asia,Southeast Asia,2017-09,363
Thailand,Asia,Southeast Asia,2017-09,599
"Others, Southeast Asia",Asia,Southeast Asia,2017-09,175
"Others, Asia",Asia,,2017-09,57
Canada,America,,2017-09,1129
United States of America,America,,2017-09,8413
Mexico,America,,2017-09,14
Brazil,America,,2017-09,19
Indonesia,Asia,Southeast Asia,2017-09,737
S. Africa,Africa,,2017-10,41
Unstated,,,2017-10,3
"Others, Africa",Africa,,2017-10,29
"Others, Oceania",Oceania,,2017-10,8
Indonesia,Asia,Southeast Asia,2017-10,804
Australia,Oceania,,2017-10,989
HongKong. Macao,Asia,,2017-10,3274
Japan,Asia,,2017-10,1459
"Korea,Republic of",Asia,,2017-10,1528
India,Asia,,2017-10,68
Middle East,Asia,,2017-10,56
Malaysia,Asia,Southeast Asia,2017-10,1182
Singapore,Asia,Southeast Asia,2017-10,1095
Philippines,Asia,Southeast Asia,2017-10,560
Thailand,Asia,Southeast Asia,2017-10,906
Vietnam,Asia,Southeast Asia,2017-10,2429
"Others, Southeast Asia",Asia,Southeast Asia,2017-10,164
"Others, Asia",Asia,,2017-10,81
Canada,America,,2017-10,1548
United States of America,America,,2017-10,11018
Mexico,America,,2017-10,23
Brazil,America,,2017-10,40
Argentina,America,,2017-10,12
"Others, Europe",Europe,,2017-10,146
Russian Federation,Europe,,2017-10,42
Sweden,Europe,,2017-10,54
Greece,Europe,,2017-10,5
Austria,Europe,,2017-10,69
United Kingdom,Europe,,2017-10,422
New Zealand,Oceania,,2017-10,236
Spain,Europe,,2017-10,68
Netherlands,Europe,,2017-10,113
Italy,Europe,,2017-10,75
Germany,Europe,,2017-10,379
France,Europe,,2017-10,449
Belgium,Europe,,2017-10,69
"Others, America",America,,2017-10,58
Switzerland,Europe,,2017-10,96
Mainland China,Asia,,2017-10,4504
HongKong. Macao,Asia,,2017-11,3178
Unstated,,,2017-11,3
France,Europe,,2017-11,368
Germany,Europe,,2017-11,285
Italy,Europe,,2017-11,62
Netherlands,Europe,,2017-11,96
Switzerland,Europe,,2017-11,57
Spain,Europe,,2017-11,68
United Kingdom,Europe,,2017-11,360
Belgium,Europe,,2017-11,23
Austria,Europe,,2017-11,50
Sweden,Europe,,2017-11,49
Russian Federation,Europe,,2017-11,31
"Others, Europe",Europe,,2017-11,117
Australia,Oceania,,2017-11,1092
New Zealand,Oceania,,2017-11,263
"Others, Oceania",Oceania,,2017-11,13
S. Africa,Africa,,2017-11,36
Greece,Europe,,2017-11,5
"Others, America",America,,2017-11,63
"Others, Africa",Africa,,2017-11,16
Brazil,America,,2017-11,25
Mainland China,Asia,,2017-11,4179
Japan,Asia,,2017-11,1513
"Korea,Republic of",Asia,,2017-11,1547
India,Asia,,2017-11,77
Argentina,America,,2017-11,9
Malaysia,Asia,Southeast Asia,2017-11,1589
Singapore,Asia,Southeast Asia,2017-11,1451
Indonesia,Asia,Southeast Asia,2017-11,613
Middle East,Asia,,2017-11,53
Thailand,Asia,Southeast Asia,2017-11,715
Vietnam,Asia,Southeast Asia,2017-11,2180
"Others, Southeast Asia",Asia,Southeast Asia,2017-11,149
"Others, Asia",Asia,,2017-11,78
Canada,America,,2017-11,1797
United States of America,America,,2017-11,14688
Mexico,America,,2017-11,29
Philippines,Asia,Southeast Asia,2017-11,762
France,Europe,,2017-12,537
Germany,Europe,,2017-12,426
Italy,Europe,,2017-12,125
Netherlands,Europe,,2017-12,195
Switzerland,Europe,,2017-12,141
Spain,Europe,,2017-12,80
United Kingdom,Europe,,2017-12,592
S. Africa,Africa,,2017-12,132
Greece,Europe,,2017-12,4
Sweden,Europe,,2017-12,84
Russian Federation,Europe,,2017-12,24
"Others, Europe",Europe,,2017-12,238
Australia,Oceania,,2017-12,2589
New Zealand,Oceania,,2017-12,601
"Others, Oceania",Oceania,,2017-12,12
"Others, America",America,,2017-12,91
Austria,Europe,,2017-12,78
Argentina,America,,2017-12,29
Philippines,Asia,Southeast Asia,2017-12,1530
Mexico,America,,2017-12,40
"Others, Africa",Africa,,2017-12,25
HongKong. Macao,Asia,,2017-12,4607
Mainland China,Asia,,2017-12,4346
Japan,Asia,,2017-12,2645
"Korea,Republic of",Asia,,2017-12,1819
India,Asia,,2017-12,117
Middle East,Asia,,2017-12,71
Brazil,America,,2017-12,91
Malaysia,Asia,Southeast Asia,2017-12,2037
Indonesia,Asia,Southeast Asia,2017-12,921
Thailand,Asia,Southeast Asia,2017-12,932
Vietnam,Asia,Southeast Asia,2017-12,2718
"Others, Southeast Asia",Asia,Southeast Asia,2017-12,201
"Others, Asia",Asia,,2017-12,71
Canada,America,,2017-12,2346
United States of America,America,,2017-12,20029
Singapore,Asia,Southeast Asia,2017-12,1838
Unstated,,,2017-12,8
Belgium,Europe,,2017-12,40
Unstated,,,2018-01,8
Mexico,America,,2018-01,20
United States of America,America,,2018-01,9122
Canada,America,,2018-01,1389
"Others, Asia",Asia,,2018-01,80
"Others, Southeast Asia",Asia,Southeast Asia,2018-01,120
Vietnam,Asia,Southeast Asia,2018-01,3326
Thailand,Asia,Southeast Asia,2018-01,656
Philippines,Asia,Southeast Asia,2018-01,644
Indonesia,Asia,Southeast Asia,2018-01,586
Singapore,Asia,Southeast Asia,2018-01,846
Malaysia,Asia,Southeast Asia,2018-01,934
Middle East,Asia,,2018-01,50
India,Asia,,2018-01,82
"Korea,Republic of",Asia,,2018-01,1765
Japan,Asia,,2018-01,1521
Brazil,America,,2018-01,33
Mainland China,Asia,,2018-01,4643
Argentina,America,,2018-01,30
Belgium,Europe,,2018-01,25
"Others, Oceania",Oceania,,2018-01,9
New Zealand,Oceania,,2018-01,367
Australia,Oceania,,2018-01,1743
"Others, Europe",Europe,,2018-01,185
Russian Federation,Europe,,2018-01,37
Sweden,Europe,,2018-01,28
Greece,Europe,,2018-01,5
Austria,Europe,,2018-01,59
United Kingdom,Europe,,2018-01,292
Spain,Europe,,2018-01,70
Switzerland,Europe,,2018-01,61
Netherlands,Europe,,2018-01,98
Italy,Europe,,2018-01,72
Germany,Europe,,2018-01,258
France,Europe,,2018-01,301
"Others, America",America,,2018-01,144
HongKong. Macao,Asia,,2018-01,2656
"Others, Africa",Africa,,2018-01,16
S. Africa,Africa,,2018-01,56
"Others, America",America,,2018-02,116
Belgium,Europe,,2018-02,50
France,Europe,,2018-02,656
Germany,Europe,,2018-02,443
Italy,Europe,,2018-02,111
Netherlands,Europe,,2018-02,192
Switzerland,Europe,,2018-02,111
Argentina,America,,2018-02,27
"Others, Africa",Africa,,2018-02,12
Austria,Europe,,2018-02,107
Greece,Europe,,2018-02,4
Sweden,Europe,,2018-02,90
Russian Federation,Europe,,2018-02,19
"Others, Europe",Europe,,2018-02,255
Australia,Oceania,,2018-02,1289
New Zealand,Oceania,,2018-02,318
United Kingdom,Europe,,2018-02,726
Spain,Europe,,2018-02,87
Brazil,America,,2018-02,49
United States of America,America,,2018-02,13705
HongKong. Macao,Asia,,2018-02,5398
Mainland China,Asia,,2018-02,7033
Japan,Asia,,2018-02,2248
"Korea,Republic of",Asia,,2018-02,1709
India,Asia,,2018-02,79
Middle East,Asia,,2018-02,93
Malaysia,Asia,Southeast Asia,2018-02,1590
Singapore,Asia,Southeast Asia,2018-02,1727
Indonesia,Asia,Southeast Asia,2018-02,741
Philippines,Asia,Southeast Asia,2018-02,1622
Thailand,Asia,Southeast Asia,2018-02,791
Vietnam,Asia,Southeast Asia,2018-02,2308
"Others, Southeast Asia",Asia,Southeast Asia,2018-02,170
"Others, Asia",Asia,,2018-02,63
Canada,America,,2018-02,2114
Mexico,America,,2018-02,13
Unstated,,,2018-02,7
S. Africa,Africa,,2018-02,60
"Others, Oceania",Oceania,,2018-02,9
Mainland China,Asia,,2018-03,4674
United States of America,America,,2018-03,12119
Canada,America,,2018-03,2164
"Others, Asia",Asia,,2018-03,54
"Others, Southeast Asia",Asia,Southeast Asia,2018-03,186
Vietnam,Asia,Southeast Asia,2018-03,3301
Thailand,Asia,Southeast Asia,2018-03,740
Philippines,Asia,Southeast Asia,2018-03,911
Indonesia,Asia,Southeast Asia,2018-03,611
Singapore,Asia,Southeast Asia,2018-03,1063
Malaysia,Asia,Southeast Asia,2018-03,1208
Middle East,Asia,,2018-03,64
India,Asia,,2018-03,97
"Korea,Republic of",Asia,,2018-03,1137
HongKong. Macao,Asia,,2018-03,3511
Unstated,,,2018-03,4
Mexico,America,,2018-03,13
Brazil,America,,2018-03,40
Argentina,America,,2018-03,7
Greece,Europe,,2018-03,7
"Others, Africa",Africa,,2018-03,18
S. Africa,Africa,,2018-03,59
"Others, Oceania",Oceania,,2018-03,9
New Zealand,Oceania,,2018-03,241
Australia,Oceania,,2018-03,1177
"Others, Europe",Europe,,2018-03,190
Russian Federation,Europe,,2018-03,18
Sweden,Europe,,2018-03,62
"Others, America",America,,2018-03,61
Japan,Asia,,2018-03,1871
United Kingdom,Europe,,2018-03,594
Spain,Europe,,2018-03,116
Switzerland,Europe,,2018-03,78
Netherlands,Europe,,2018-03,90
Italy,Europe,,2018-03,83
Germany,Europe,,2018-03,426
France,Europe,,2018-03,321
Belgium,Europe,,2018-03,38
Austria,Europe,,2018-03,64
Unstated,,,2018-04,7
"Others, Oceania",Oceania,,2018-04,7
HongKong. Macao,Asia,,2018-04,3216
Belgium,Europe,,2018-04,39
France,Europe,,2018-04,623
Germany,Europe,,2018-04,263
Italy,Europe,,2018-04,70
Netherlands,Europe,,2018-04,155
Switzerland,Europe,,2018-04,97
Spain,Europe,,2018-04,92
United Kingdom,Europe,,2018-04,456
Austria,Europe,,2018-04,57
Greece,Europe,,2018-04,3
Sweden,Europe,,2018-04,38
Russian Federation,Europe,,2018-04,15
"Others, Europe",Europe,,2018-04,196
Australia,Oceania,,2018-04,1242
New Zealand,Oceania,,2018-04,329
"Others, America",America,,2018-04,89
S. Africa,Africa,,2018-04,34
Argentina,America,,2018-04,13
Mexico,America,,2018-04,16
Mainland China,Asia,,2018-04,4383
Japan,Asia,,2018-04,1550
"Korea,Republic of",Asia,,2018-04,1219
India,Asia,,2018-04,149
Middle East,Asia,,2018-04,42
Malaysia,Asia,Southeast Asia,2018-04,1280
Singapore,Asia,Southeast Asia,2018-04,1026
Indonesia,Asia,Southeast Asia,2018-04,785
Philippines,Asia,Southeast Asia,2018-04,1655
Thailand,Asia,Southeast Asia,2018-04,962
Vietnam,Asia,Southeast Asia,2018-04,5746
"Others, Southeast Asia",Asia,Southeast Asia,2018-04,289
"Others, Asia",Asia,,2018-04,59
Canada,America,,2018-04,1391
United States of America,America,,2018-04,11167
Brazil,America,,2018-04,45
"Others, Africa",Africa,,2018-04,22
"Others, Africa",Africa,,2018-05,16
Unstated,,,2018-05,0
Brazil,America,,2018-05,34
Mexico,America,,2018-05,16
United States of America,America,,2018-05,12164
Canada,America,,2018-05,1459
"Others, Asia",Asia,,2018-05,60
"Others, Southeast Asia",Asia,Southeast Asia,2018-05,171
Vietnam,Asia,Southeast Asia,2018-05,7184
Thailand,Asia,Southeast Asia,2018-05,697
Philippines,Asia,Southeast Asia,2018-05,1983
Indonesia,Asia,Southeast Asia,2018-05,739
Singapore,Asia,Southeast Asia,2018-05,1213
Malaysia,Asia,Southeast Asia,2018-05,1153
Middle East,Asia,,2018-05,35
India,Asia,,2018-05,164
"Korea,Republic of",Asia,,2018-05,1562
Argentina,America,,2018-05,8
HongKong. Macao,Asia,,2018-05,3017
"Others, America",America,,2018-05,89
Belgium,Europe,,2018-05,40
S. Africa,Africa,,2018-05,29
"Others, Oceania",Oceania,,2018-05,5
New Zealand,Oceania,,2018-05,157
Australia,Oceania,,2018-05,797
"Others, Europe",Europe,,2018-05,133
Russian Federation,Europe,,2018-05,12
Sweden,Europe,,2018-05,31
Japan,Asia,,2018-05,1499
Greece,Europe,,2018-05,0
United Kingdom,Europe,,2018-05,365
Spain,Europe,,2018-05,64
Switzerland,Europe,,2018-05,45
Netherlands,Europe,,2018-05,94
Italy,Europe,,2018-05,63
Germany,Europe,,2018-05,276
France,Europe,,2018-05,398
Austria,Europe,,2018-05,46
Mainland China,Asia,,2018-05,3670
"Others, Africa",Africa,,2018-06,23
Unstated,,,2018-06,86
Argentina,America,,2018-06,9
Philippines,Asia,Southeast Asia,2018-06,1502
Mexico,America,,2018-06,19
United States of America,America,,2018-06,16761
Canada,America,,2018-06,1187
"Others, Asia",Asia,,2018-06,70
"Others, Southeast Asia",Asia,Southeast Asia,2018-06,183
Vietnam,Asia,Southeast Asia,2018-06,5834
Thailand,Asia,Southeast Asia,2018-06,671
Indonesia,Asia,Southeast Asia,2018-06,1532
Singapore,Asia,Southeast Asia,2018-06,1426
Malaysia,Asia,Southeast Asia,2018-06,1978
Middle East,Asia,,2018-06,54
India,Asia,,2018-06,126
"Korea,Republic of",Asia,,2018-06,1379
Japan,Asia,,2018-06,1309
HongKong. Macao,Asia,,2018-06,4014
Brazil,America,,2018-06,37
"Others, America",America,,2018-06,153
Mainland China,Asia,,2018-06,4424
France,Europe,,2018-06,343
S. Africa,Africa,,2018-06,48
Belgium,Europe,,2018-06,37
"Others, Oceania",Oceania,,2018-06,40
New Zealand,Oceania,,2018-06,208
Australia,Oceania,,2018-06,874
Russian Federation,Europe,,2018-06,12
Sweden,Europe,,2018-06,110
Greece,Europe,,2018-06,1
"Others, Europe",Europe,,2018-06,187
Austria,Europe,,2018-06,70
United Kingdom,Europe,,2018-06,316
Spain,Europe,,2018-06,96
Switzerland,Europe,,2018-06,38
Netherlands,Europe,,2018-06,55
Italy,Europe,,2018-06,82
Germany,Europe,,2018-06,260
Thailand,Asia,Southeast Asia,2018-07,752
United States of America,America,,2018-07,13837
Canada,America,,2018-07,1695
"Others, Asia",Asia,,2018-07,69
"Others, Southeast Asia",Asia,Southeast Asia,2018-07,159
Vietnam,Asia,Southeast Asia,2018-07,5945
Mexico,America,,2018-07,32
Philippines,Asia,Southeast Asia,2018-07,1424
Mainland China,Asia,,2018-07,7161
Singapore,Asia,Southeast Asia,2018-07,986
Malaysia,Asia,Southeast Asia,2018-07,951
Middle East,Asia,,2018-07,76
India,Asia,,2018-07,98
"Korea,Republic of",Asia,,2018-07,1333
Japan,Asia,,2018-07,1837
HongKong. Macao,Asia,,2018-07,4091
Brazil,America,,2018-07,31
Indonesia,Asia,Southeast Asia,2018-07,616
Argentina,America,,2018-07,6
S. Africa,Africa,,2018-07,51
Belgium,Europe,,2018-07,90
Unstated,,,2018-07,6
"Others, Africa",Africa,,2018-07,29
"Others, Oceania",Oceania,,2018-07,8
New Zealand,Oceania,,2018-07,237
Australia,Oceania,,2018-07,890
"Others, Europe",Europe,,2018-07,204
Russian Federation,Europe,,2018-07,24
Sweden,Europe,,2018-07,73
Greece,Europe,,2018-07,4
Austria,Europe,,2018-07,110
United Kingdom,Europe,,2018-07,573
Spain,Europe,,2018-07,106
Switzerland,Europe,,2018-07,188
Netherlands,Europe,,2018-07,197
Italy,Europe,,2018-07,130
Germany,Europe,,2018-07,467
France,Europe,,2018-07,793
"Others, America",America,,2018-07,111
HongKong. Macao,Asia,,2018-08,4053
"Korea,Republic of",Asia,,2018-08,1263
France,Europe,,2018-08,564
Netherlands,Europe,,2018-08,171
Switzerland,Europe,,2018-08,60
Spain,Europe,,2018-08,127
United Kingdom,Europe,,2018-08,487
Austria,Europe,,2018-08,74
Greece,Europe,,2018-08,7
Sweden,Europe,,2018-08,27
Russian Federation,Europe,,2018-08,15
"Others, Europe",Europe,,2018-08,141
Australia,Oceania,,2018-08,656
New Zealand,Oceania,,2018-08,163
"Others, Oceania",Oceania,,2018-08,15
S. Africa,Africa,,2018-08,35
"Others, Africa",Africa,,2018-08,22
Mainland China,Asia,,2018-08,5822
Italy,Europe,,2018-08,113
Germany,Europe,,2018-08,360
Japan,Asia,,2018-08,2401
Belgium,Europe,,2018-08,71
India,Asia,,2018-08,117
Middle East,Asia,,2018-08,67
Malaysia,Asia,Southeast Asia,2018-08,1171
Singapore,Asia,Southeast Asia,2018-08,937
Indonesia,Asia,Southeast Asia,2018-08,692
Philippines,Asia,Southeast Asia,2018-08,826
Thailand,Asia,Southeast Asia,2018-08,496
Unstated,,,2018-08,3
Vietnam,Asia,Southeast Asia,2018-08,4665
"Others, Asia",Asia,,2018-08,49
Canada,America,,2018-08,1356
United States of America,America,,2018-08,10934
Mexico,America,,2018-08,15
Brazil,America,,2018-08,24
Argentina,America,,2018-08,4
"Others, America",America,,2018-08,91
"Others, Southeast Asia",Asia,Southeast Asia,2018-08,139
Japan,Asia,,2018-09,1481
HongKong. Macao,Asia,,2018-09,3266
"Others, Africa",Africa,,2018-09,24
Brazil,America,,2018-09,23
Mexico,America,,2018-09,19
United States of America,America,,2018-09,8408
Canada,America,,2018-09,1070
"Others, Asia",Asia,,2018-09,65
"Others, Southeast Asia",Asia,Southeast Asia,2018-09,160
Vietnam,Asia,Southeast Asia,2018-09,4152
Thailand,Asia,Southeast Asia,2018-09,673
Philippines,Asia,Southeast Asia,2018-09,853
Indonesia,Asia,Southeast Asia,2018-09,730
Singapore,Asia,Southeast Asia,2018-09,1067
Malaysia,Asia,Southeast Asia,2018-09,1145
Middle East,Asia,,2018-09,47
India,Asia,,2018-09,100
"Korea,Republic of",Asia,,2018-09,1454
Argentina,America,,2018-09,1
Unstated,,,2018-09,3
"Others, America",America,,2018-09,106
France,Europe,,2018-09,326
S. Africa,Africa,,2018-09,34
"Others, Oceania",Oceania,,2018-09,10
New Zealand,Oceania,,2018-09,284
Australia,Oceania,,2018-09,1192
"Others, Europe",Europe,,2018-09,147
Russian Federation,Europe,,2018-09,35
Sweden,Europe,,2018-09,24
Greece,Europe,,2018-09,2
Austria,Europe,,2018-09,43
United Kingdom,Europe,,2018-09,318
Spain,Europe,,2018-09,78
Switzerland,Europe,,2018-09,52
Netherlands,Europe,,2018-09,68
Italy,Europe,,2018-09,59
Germany,Europe,,2018-09,255
Belgium,Europe,,2018-09,43
Mainland China,Asia,,2018-09,4180
